HOG	OG	Gene Tree Parent Clade	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125.1_protein	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515.1_protein	cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235.1_protein	cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135.1_protein
N3.HOG0001224	OG0001027	n0			WP_012593600.1		WP_044105966.1	WP_119259603.1
N3.HOG0001225	OG0001028	n0			WP_012596173.1		WP_232509888.1, WP_171816438.1	WP_119260324.1
N3.HOG0001226	OG0001029	n0			WP_012594264.1		WP_044107272.1	WP_119260338.1
N3.HOG0001227	OG0001030	n0			WP_241392723.1		WP_232509916.1	WP_232014619.1
N3.HOG0001228	OG0001031	n0			WP_012593540.1		WP_232509898.1	WP_232014589.1
N3.HOG0001229	OG0001032	n0			WP_012595358.1		WP_044107417.1	WP_119260215.1
N3.HOG0001230	OG0001033	n0			WP_012593639.1		WP_044107567.1	WP_119259687.1
N3.HOG0001231	OG0001034	n0			WP_015785417.1		WP_044105716.1	WP_119259377.1
N3.HOG0001232	OG0001035	n0			WP_012596487.1		WP_044106478.1	WP_119260000.1
N3.HOG0001233	OG0001036	n0			WP_203427717.1		WP_171816459.1	WP_172582121.1
N3.HOG0001234	OG0001037	n0			WP_012595812.1			
N3.HOG0001235	OG0001038	n1			WP_012593533.1			
N3.HOG0001236	OG0001038	n4			WP_012595929.1			
N3.HOG0001237	OG0001039	n0			WP_012594321.1		WP_044107078.1	WP_119260505.1
N3.HOG0001238	OG0001040	n0			WP_041229610.1			
N3.HOG0001239	OG0001041	n0			WP_012596059.1			
N3.HOG0001240	OG0001042	n0			WP_012594891.1		WP_044106659.1	WP_119260849.1
N3.HOG0001241	OG0001043	n0			WP_012594483.1, WP_071818813.1, WP_012596497.1, WP_012594761.1, WP_012595344.1			
N3.HOG0001242	OG0001044	n0			WP_012593109.1			
N3.HOG0001243	OG0001045	n1			WP_012594495.1			
N3.HOG0001244	OG0001045	n2			WP_012596787.1			
N3.HOG0001245	OG0001047	n1			WP_012594102.1			
N3.HOG0001246	OG0001047	n3			WP_241392722.1			
N3.HOG0001247	OG0001047	n4			WP_012596130.1			
N3.HOG0001248	OG0001048	n0			WP_015957406.1			
N3.HOG0001249	OG0001049	n0			WP_157861315.1			WP_119260682.1
N3.HOG0001250	OG0001050	n0			WP_012596567.1, WP_241392572.1, WP_012597212.1, WP_241392612.1, WP_012594119.1			
N3.HOG0001251	OG0001051	n0			WP_012596378.1		WP_044106767.1	WP_119260774.1
N3.HOG0001252	OG0001052	n1			WP_015785171.1			WP_119259852.1
N3.HOG0001253	OG0001052	n3			WP_203427682.1			
N3.HOG0001254	OG0001053	n1			WP_012594812.1			
N3.HOG0001255	OG0001053	n2			WP_041229798.1		WP_044106405.1	WP_119259957.1
N3.HOG0001256	OG0001054	n1			WP_012594386.1		WP_044107674.1	WP_119260490.1
N3.HOG0001257	OG0001054	n4			WP_012593878.1			
N3.HOG0001258	OG0001055	n1			WP_012596283.1			
N3.HOG0001259	OG0001055	n3			WP_012594132.1			
N3.HOG0001260	OG0001055	n4			WP_012595760.1			
N3.HOG0001261	OG0001056	n0			WP_012597094.1		WP_044106807.1	WP_119260744.1
N3.HOG0001262	OG0001058	n1			WP_012594941.1, WP_012596557.1			
N3.HOG0001263	OG0001058	n3			WP_012595662.1			
N3.HOG0001264	OG0001059	n1			WP_012594239.1			
N3.HOG0001265	OG0001059	n2			WP_241392546.1			WP_232014530.1, WP_232014531.1
N3.HOG0001266	OG0001060	n0			WP_012595376.1, WP_012595378.1			WP_119259898.1
N3.HOG0001267	OG0001061	n3			WP_012596169.1			
N3.HOG0001268	OG0001061	n4			WP_015957430.1			
N3.HOG0001269	OG0001062	n1			WP_012595857.1			
N3.HOG0001270	OG0001062	n2			WP_012595151.1			
N3.HOG0001271	OG0001063	n0			WP_071819106.1, WP_012594674.1, WP_012593084.1, WP_012593951.1, WP_012595348.1			
N3.HOG0001272	OG0001064	n1			WP_012595701.1			
N3.HOG0001273	OG0001064	n2			WP_012593819.1		WP_044105486.1	WP_119260144.1
N3.HOG0001274	OG0001065	n0			WP_012593008.1			
N3.HOG0001275	OG0001066	n0			WP_012594176.1		WP_044106726.1	WP_119260808.1
N3.HOG0001276	OG0001067	n1			WP_012597227.1			
N3.HOG0001277	OG0001067	n3			WP_012595572.1			
N3.HOG0001278	OG0001067	n4			WP_012595127.1			
N3.HOG0001279	OG0001068	n1					WP_070104599.1	WP_197715883.1
N3.HOG0001280	OG0001068	n3			WP_012596367.1			
N3.HOG0001281	OG0001068	n4			WP_012594288.1			
N3.HOG0001282	OG0001069	n1			WP_241392580.1			
N3.HOG0001283	OG0001069	n2			WP_241392628.1			
N3.HOG0001284	OG0001070	n1			WP_012596501.1			
N3.HOG0001285	OG0001070	n2			WP_241392618.1, WP_012596759.1, WP_012596502.1			
N3.HOG0001286	OG0001071	n0			WP_012593827.1			WP_119259448.1
N3.HOG0001287	OG0001073	n0			WP_012595450.1		WP_171816431.1	
N3.HOG0001288	OG0001074	n0			WP_012596750.1		WP_044105995.1	WP_119259633.1
N3.HOG0001289	OG0001075	n0			WP_015957320.1			WP_232014478.1
N3.HOG0001290	OG0001076	n0			WP_012595763.1			
N3.HOG0001291	OG0001077	n0			WP_012594498.1			WP_232014497.1
N3.HOG0001292	OG0001078	n0			WP_012595643.1			WP_119259721.1
N3.HOG0001293	OG0001079	n0			WP_012596852.1		WP_044105949.1	WP_119259586.1
N3.HOG0001294	OG0001080	n0			WP_241392692.1			WP_119260674.1
N3.HOG0001295	OG0001081	n0			WP_012595044.1			WP_119260759.1
N3.HOG0001296	OG0001082	n0			WP_015785167.1			WP_119260681.1
N3.HOG0001297	OG0001083	n0			WP_012593817.1			WP_119260194.1
N3.HOG0001298	OG0001084	n0			WP_012595809.1			WP_119260947.1
N3.HOG0001299	OG0001085	n0			WP_015785297.1			WP_119259635.1
N3.HOG0001300	OG0001086	n0			WP_012596043.1		WP_044106917.1	WP_119260639.1
N3.HOG0001301	OG0001087	n0			WP_012596555.1			WP_119259715.1
N3.HOG0001302	OG0001088	n0			WP_012594593.1			WP_119259610.1
N3.HOG0001303	OG0001089	n0					WP_044105793.1	WP_119259427.1
N3.HOG0001304	OG0001090	n0			WP_012595491.1		WP_044106203.1	WP_119259803.1
N3.HOG0001305	OG0001091	n0			WP_012596848.1			WP_119259484.1
N3.HOG0001306	OG0001092	n0			WP_012596156.1			WP_119259890.1
N3.HOG0001307	OG0001093	n0			WP_012595083.1		WP_232509881.1	WP_119260476.1
N3.HOG0001308	OG0001094	n0			WP_012597175.1			
N3.HOG0001309	OG0001095	n0			WP_012594773.1, WP_203427715.1			
N3.HOG0001310	OG0001096	n0			WP_012594974.1		WP_044107082.1	WP_119260499.1
N3.HOG0001311	OG0001097	n0			WP_012594352.1		WP_044105855.1	WP_119259495.1
N3.HOG0001312	OG0001098	n0			WP_012593635.1		WP_084220217.1	
N3.HOG0001313	OG0001099	n0			WP_012595863.1		WP_044106381.1	WP_119259933.1
N3.HOG0001314	OG0001100	n0			WP_012595871.1		WP_145972238.1	
N3.HOG0001315	OG0001101	n0			WP_012594833.1		WP_044105636.1	WP_119259323.1
N3.HOG0001316	OG0001102	n0			WP_012594025.1			WP_119259550.1
N3.HOG0001317	OG0001103	n0			WP_012594481.1			WP_232014500.1
N3.HOG0001318	OG0001104	n0			WP_012595726.1			WP_119260889.1
N3.HOG0001319	OG0001105	n0			WP_012596736.1			WP_172582068.1
N3.HOG0001320	OG0001106	n0			WP_012594452.1			WP_119259783.1
N3.HOG0001321	OG0001107	n0			WP_012594806.1			WP_119259524.1
N3.HOG0001322	OG0001108	n0			WP_015785267.1			WP_119260948.1
N3.HOG0001323	OG0001109	n0			WP_012594149.1			WP_119259700.1
N3.HOG0001324	OG0001110	n0			WP_012594147.1			WP_119259701.1
N3.HOG0001325	OG0001111	n0			WP_012594953.1		WP_044105602.1	WP_119259288.1
N3.HOG0001326	OG0001112	n0			WP_012594074.1			WP_172582019.1
N3.HOG0001327	OG0001113	n0			WP_015785348.1			WP_119260603.1
N3.HOG0001328	OG0001114	n0			WP_012595265.1		WP_044105664.1	WP_119259345.1
N3.HOG0001329	OG0001115	n0			WP_012596346.1			WP_119260361.1
N3.HOG0001330	OG0001116	n0			WP_012594794.1			WP_119259497.1
N3.HOG0001331	OG0001117	n0			WP_041229660.1			WP_119260771.1
N3.HOG0001332	OG0001118	n0			WP_012597237.1		WP_044107130.1	WP_119260451.1
N3.HOG0001333	OG0001119	n0			WP_015785368.1			WP_119259515.1
N3.HOG0001334	OG0001120	n0					WP_044106497.1	WP_119260023.1
N3.HOG0001335	OG0001121	n0			WP_012596533.1			WP_119260663.1
N3.HOG0001336	OG0001122	n0			WP_012597013.1			WP_119259911.1
N3.HOG0001337	OG0001123	n0					WP_044105522.1	WP_119260131.1
N3.HOG0001338	OG0001124	n0			WP_012593603.1		WP_044106052.1	WP_119259682.1
N3.HOG0001339	OG0001125	n0			WP_012594257.1			WP_119260182.1
N3.HOG0001340	OG0001126	n0			WP_012596911.1			WP_119260885.1
N3.HOG0001341	OG0001127	n0			WP_012596361.1			WP_119259280.1
N3.HOG0001342	OG0001128	n0					WP_145972232.1	WP_119259967.1
N3.HOG0001343	OG0001129	n0			WP_012593923.1, WP_241392648.1			
N3.HOG0001344	OG0001130	n0			WP_012594210.1		WP_145972240.1	
N3.HOG0001345	OG0001131	n0					WP_084220225.1	WP_119260185.1
N3.HOG0001346	OG0001132	n0			WP_012594873.1			WP_119260120.1
N3.HOG0001347	OG0001133	n0			WP_012594212.1		WP_145972235.1	
N3.HOG0001348	OG0001134	n0			WP_008277373.1			WP_119259413.1
N3.HOG0001349	OG0001135	n0			WP_012597207.1			WP_119260016.1
N3.HOG0001350	OG0001136	n0			WP_015957329.1			WP_119260410.1
N3.HOG0001351	OG0001137	n0			WP_041229883.1		WP_044105930.1	WP_119259569.1
N3.HOG0001352	OG0001138	n0			WP_012594511.1			WP_119260420.1
N3.HOG0001353	OG0001139	n0			WP_012595012.1			WP_232014573.1
N3.HOG0001354	OG0001140	n0			WP_012593805.1			WP_119260291.1
N3.HOG0001355	OG0001141	n0			WP_012597225.1			WP_119259292.1
N3.HOG0001356	OG0001142	n0			WP_012596629.1		WP_145972282.1	
N3.HOG0001357	OG0001143	n0			WP_012594952.1			WP_119259289.1
N3.HOG0001358	OG0001144	n0			WP_012596198.1			WP_119259912.1
N3.HOG0001359	OG0001145	n0			WP_012593439.1			
N3.HOG0001360	OG0001146	n0			WP_012595697.1		WP_044107363.1	WP_119260258.1
N3.HOG0001361	OG0001147	n0			WP_012593611.1		WP_084220176.1	WP_119260920.1
N3.HOG0001362	OG0001148	n0						WP_119259573.1
N3.HOG0001363	OG0001149	n0			WP_012596729.1			WP_119259846.1
N3.HOG0001364	OG0001150	n0			WP_012594913.1		WP_044106424.1	WP_119259972.1
N3.HOG0001365	OG0001151	n2			WP_012594922.1			
N3.HOG0001366	OG0001151	n3			WP_012594921.1			
N3.HOG0001367	OG0001152	n0			WP_012595118.1		WP_044107015.1	WP_119260560.1
N3.HOG0001368	OG0001153	n0			WP_012595968.1		WP_044107402.1	WP_119260225.1
N3.HOG0001369	OG0001154	n0			WP_012596079.1, WP_012595401.1		WP_232509844.1	WP_119259646.1
N3.HOG0001370	OG0001155	n0			WP_012593532.1			
N3.HOG0001371	OG0001156	n0			WP_012596662.1		WP_044106306.1	WP_119259874.1
N3.HOG0001372	OG0001157	n0			WP_012596658.1		WP_044106302.1	WP_119259870.1
N3.HOG0001373	OG0001158	n1			WP_012595720.1			
N3.HOG0001374	OG0001158	n2			WP_012596784.1, WP_015957284.1			
N3.HOG0001375	OG0001159	n1			WP_012595283.1			
N3.HOG0001376	OG0001159	n2			WP_012595373.1			
N3.HOG0001377	OG0001160	n0			WP_012593651.1		WP_044106528.1	WP_119260048.1
N3.HOG0001378	OG0001161	n1			WP_012595459.1			
N3.HOG0001379	OG0001161	n3			WP_012594484.1			
N3.HOG0001380	OG0001162	n0			WP_012593429.1			
N3.HOG0001381	OG0001163	n0			WP_012594882.1		WP_052470627.1	WP_119260108.1
N3.HOG0001382	OG0001164	n0			WP_012594230.1		WP_044106615.1	WP_119260883.1
N3.HOG0001383	OG0001165	n0			WP_012595944.1		WP_044107331.1	WP_119260285.1
N3.HOG0001384	OG0001166	n0			WP_012596071.1		WP_044105894.1	WP_119259536.1
N3.HOG0001385	OG0001167	n0			WP_012594876.1		WP_044105509.1	WP_119260136.1
N3.HOG0001386	OG0001168	n0			WP_012596730.1, WP_012595890.1, WP_012596215.1			
N3.HOG0001387	OG0001169	n0			WP_012595892.1		WP_044106498.1	WP_232014581.1, WP_145961886.1
N3.HOG0001388	OG0001170	n1			WP_241392673.1			
N3.HOG0001389	OG0001170	n2			WP_041229803.1, WP_157861305.1			
N3.HOG0001390	OG0001171	n0			WP_012595822.1			
N3.HOG0001391	OG0001172	n1			WP_012597265.1			
N3.HOG0001392	OG0001172	n2			WP_049769536.1, WP_012593543.1			
N3.HOG0001393	OG0001173	n0			WP_012593019.1			
N3.HOG0001394	OG0001174	n0			WP_012597156.1		WP_171816369.1, WP_052470602.1	WP_119259423.1
N3.HOG0001395	OG0001175	n1			WP_012596057.1			
N3.HOG0001396	OG0001175	n2			WP_012596058.1			
N3.HOG0001397	OG0001176	n0			WP_012594509.1			
N3.HOG0001398	OG0001177	n1			WP_012596995.1, WP_012597065.1			
N3.HOG0001399	OG0001177	n3			WP_012596960.1			
N3.HOG0001400	OG0001178	n0					WP_044106762.1	WP_119260778.1
N3.HOG0001401	OG0001179	n0			WP_012593447.1		WP_044105538.1	WP_119260126.1
N3.HOG0001402	OG0001180	n0			WP_012593623.1		WP_044106030.1	WP_119259666.1
N3.HOG0001403	OG0001181	n0			WP_012595015.1		WP_171816405.1	WP_232014459.1
N3.HOG0001404	OG0001182	n0			WP_012595530.1			
N3.HOG0001405	OG0001183	n0			WP_012594589.1		WP_044107457.1	WP_119260979.1
N3.HOG0001406	OG0001184	n1			WP_012594245.1			
N3.HOG0001407	OG0001184	n3			WP_012594134.1			
N3.HOG0001408	OG0001185	n0			WP_012594950.1, WP_012595675.1			
N3.HOG0001409	OG0001186	n1			WP_012595361.1			
N3.HOG0001410	OG0001186	n2			WP_012596788.1			
N3.HOG0001411	OG0001187	n0			WP_015957283.1		WP_044107075.1	WP_119260507.1
N3.HOG0001412	OG0001188	n0			WP_012593752.1		WP_052470629.1, WP_044107081.1	WP_119260501.1
N3.HOG0001413	OG0001189	n0			WP_012597248.1		WP_044106895.1	WP_119261023.1
N3.HOG0001414	OG0001190	n0			WP_012595309.1		WP_171816397.1	WP_172582031.1
N3.HOG0001415	OG0001191	n1			WP_012595471.1			
N3.HOG0001416	OG0001191	n3			WP_012593461.1			
N3.HOG0001417	OG0001192	n0			WP_012596221.1, WP_012595166.1, WP_241392646.1, WP_012593035.1			
N3.HOG0001418	OG0001193	n0			WP_012594238.1, WP_012594433.1		WP_044105650.1	WP_119259335.1
N3.HOG0001419	OG0001194	n0			WP_012595542.1		WP_044107251.1	WP_119260351.1
N3.HOG0001420	OG0001195	n0			WP_012594771.1		WP_044106756.1	WP_119260785.1
N3.HOG0001421	OG0001196	n1			WP_012597153.1			
N3.HOG0001422	OG0001196	n2			WP_012597163.1, WP_012594170.1			
N3.HOG0001423	OG0001197	n0			WP_015957370.1		WP_044107413.1	WP_119260217.1
N3.HOG0001424	OG0001198	n0			WP_012595494.1		WP_044107241.1	WP_119260363.1
N3.HOG0001425	OG0001199	n2			WP_015957383.1			
N3.HOG0001426	OG0001199	n3			WP_012594031.1			
N3.HOG0001427	OG0001200	n0			WP_012593887.1		WP_044105808.1	WP_119259446.1
N3.HOG0001428	OG0001201	n0			WP_012596010.1		WP_232509816.1, WP_232509817.1	WP_119260157.1
N3.HOG0001429	OG0001202	n0			WP_015785367.1		WP_044105875.1	WP_119259514.1
N3.HOG0001430	OG0001203	n0			WP_012594820.1		WP_044106520.1	WP_119260043.1
N3.HOG0001431	OG0001204	n0			WP_012597245.1		WP_044106588.1	WP_119260094.1
N3.HOG0001432	OG0001205	n0			WP_012594563.1		WP_044105805.1	WP_119259442.1
N3.HOG0001433	OG0001208	n0			WP_012594442.1		WP_044106782.1, WP_044106784.1	WP_119260765.1
N3.HOG0001434	OG0001209	n0			WP_012596634.1, WP_015957419.1		WP_044107358.1	WP_119260262.1
N3.HOG0001435	OG0001210	n1			WP_015785095.1			
N3.HOG0001436	OG0001210	n2			WP_012594177.1, WP_012594813.1			
N3.HOG0001437	OG0001211	n1			WP_012597126.1			
N3.HOG0001438	OG0001211	n2			WP_012594658.1			
N3.HOG0001439	OG0001212	n0			WP_012596347.1		WP_044107099.1	WP_119261005.1
N3.HOG0001440	OG0001213	n0			WP_012595000.1		WP_044105528.1	WP_119260129.1
N3.HOG0001441	OG0001214	n1			WP_012593441.1			
N3.HOG0001442	OG0001214	n2			WP_012593505.1, WP_012596191.1			
N3.HOG0001443	OG0001215	n0			WP_012597004.1, WP_012597060.1			
N3.HOG0001444	OG0001216	n0			WP_012594095.1		WP_044106568.1	WP_119260073.1
N3.HOG0001445	OG0001217	n0			WP_012593768.1		WP_044106801.1	WP_232014515.1, WP_119260752.1
N3.HOG0001446	OG0001218	n0			WP_012595700.1, WP_012595569.1		WP_044106915.1	WP_119260641.1
N3.HOG0001447	OG0001219	n0			WP_012595694.1		WP_232509819.1	WP_119259299.1
N3.HOG0001448	OG0001220	n1			WP_012597090.1			
N3.HOG0001449	OG0001220	n2			WP_012593575.1, WP_012595596.1			
N3.HOG0001450	OG0001221	n0			WP_012593642.1		WP_044107341.1	WP_119260278.1
N3.HOG0001451	OG0001222	n0			WP_012595981.1		WP_044105924.1	WP_119259562.1
N3.HOG0001452	OG0001223	n0			WP_012596171.1		WP_044107288.1	WP_232014481.1
N3.HOG0001453	OG0001224	n0			WP_015957292.1		WP_044106823.1	WP_119260729.1
N3.HOG0001454	OG0001225	n0			WP_015785114.1		WP_171816416.1	WP_172582085.1
N3.HOG0001455	OG0001226	n0			WP_012595277.1			
N3.HOG0001456	OG0001227	n0			WP_012596102.1			
N3.HOG0001457	OG0001228	n1			WP_012593732.1			
N3.HOG0001458	OG0001228	n2			WP_012593982.1, WP_012596887.1			
N3.HOG0001459	OG0001229	n0			WP_012597093.1		WP_044106484.1	WP_119260012.1
N3.HOG0001460	OG0001230	n0			WP_012596528.1		WP_044106083.1	WP_119259710.1
N3.HOG0001461	OG0001231	n1			WP_012593662.1			
N3.HOG0001462	OG0001231	n3			WP_012596669.1			
N3.HOG0001463	OG0001232	n0			WP_012593106.1, WP_012596440.1, WP_012593095.1, WP_012594540.1			
N3.HOG0001464	OG0001233	n0			WP_012595119.1		WP_044107014.1	WP_119260561.1
N3.HOG0001465	OG0001234	n0			WP_012593782.1			
N3.HOG0001466	OG0001235	n0			WP_012596358.1		WP_148311208.1	WP_119260018.1
N3.HOG0001467	OG0001236	n0			WP_012595025.1, WP_012594448.1		WP_044106173.1	WP_119259780.1
N3.HOG0001468	OG0001237	n0			WP_012594450.1, WP_012595758.1		WP_044106175.1	WP_119259782.1
N3.HOG0001469	OG0001238	n2			WP_012596045.1			
N3.HOG0001470	OG0001238	n3			WP_041229755.1			
N3.HOG0001471	OG0001239	n0			WP_012595360.1		WP_044107421.1	WP_119260213.1
N3.HOG0001472	OG0001240	n0			WP_012595801.1		WP_044107139.1	WP_119260446.1
N3.HOG0001473	OG0001241	n0			WP_012595584.1		WP_044107374.1	WP_119260983.1
N3.HOG0001474	OG0001242	n0			WP_012595100.1		WP_171816358.1	WP_172582075.1
N3.HOG0001475	OG0001243	n0			WP_012596977.1		WP_044107311.1	WP_119260308.1
N3.HOG0001476	OG0001244	n0			WP_012594413.1		WP_044106508.1	WP_119260955.1
N3.HOG0001477	OG0001245	n0			WP_012595655.1		WP_044106860.1	WP_119260694.1
N3.HOG0001478	OG0001246	n0			WP_012596003.1, WP_015957425.1		WP_044107106.1	WP_119260471.1
N3.HOG0001479	OG0001247	n0			WP_012593928.1, WP_041229896.1		WP_044106636.1	WP_119260871.1
N3.HOG0001480	OG0001248	n0			WP_012594053.1, WP_012595343.1		WP_052470639.1	WP_232014501.1
N3.HOG0001481	OG0001249	n0			WP_041229640.1, WP_012595126.1		WP_044106857.1	WP_119260697.1
N3.HOG0001482	OG0001250	n0			WP_015784416.1		WP_044105693.1	WP_232014535.1, WP_119259363.1
N3.HOG0001483	OG0001251	n0			WP_162013503.1, WP_012596521.1, WP_012596698.1, WP_012594211.1			
N3.HOG0001484	OG0001252	n0			WP_012595056.1		WP_232509878.1	WP_232014490.1
N3.HOG0001485	OG0001254	n0			WP_012593964.1		WP_044106176.1	WP_119259785.1
N3.HOG0001486	OG0001255	n0			WP_015957340.1, WP_012597170.1		WP_044106671.1	WP_119260840.1
N3.HOG0001487	OG0001256	n0			WP_012593975.1		WP_044106829.1	WP_119260723.1, WP_172582084.1
N3.HOG0001488	OG0001257	n0			WP_012595717.1, WP_012596328.1, WP_012594886.1, WP_012593977.1			
N3.HOG0001489	OG0001258	n0			WP_012594258.1, WP_012594070.1, WP_012596195.1, WP_012596958.1			
N3.HOG0001490	OG0001259	n0			WP_012597133.1, WP_012595506.1, WP_012596237.1, WP_203427670.1			
N3.HOG0001491	OG0001260	n0			WP_041229608.1, WP_012593088.1, WP_012593563.1, WP_012593083.1			
N3.HOG0001492	OG0001261	n0			WP_012596478.1, WP_041229707.1, WP_012594638.1, WP_012595200.1			
N3.HOG0001493	OG0001262	n0			WP_015785113.1		WP_044106824.1	WP_119260728.1
N3.HOG0001494	OG0001263	n0			WP_012595558.1		WP_232509857.1	WP_119259880.1
N3.HOG0001495	OG0001264	n0			WP_012596783.1		WP_052470615.1, WP_044106213.1	WP_119259810.1
N3.HOG0001496	OG0001265	n0			WP_012596106.1		WP_044105748.1	WP_119259398.1
N3.HOG0001497	OG0001266	n0			WP_012595997.1, WP_012594538.1		WP_052470635.1	WP_232014510.1
N3.HOG0001498	OG0001267	n0			WP_012594122.1, WP_241392635.1, WP_015957357.1, WP_012596573.1, WP_012597209.1			
N3.HOG0001499	OG0001268	n0			WP_012595324.1		WP_044105845.1, WP_044107424.1	WP_119259483.1, WP_119260209.1
N3.HOG0001500	OG0001269	n0			WP_041229696.1, WP_012596588.1, WP_015957371.1, WP_203427667.1, WP_012596096.1			
N3.HOG0001501	OG0001270	n0			WP_012596248.1			
N3.HOG0001502	OG0001271	n0			WP_012596249.1			
N3.HOG0001503	OG0001272	n0			WP_012596250.1			
N3.HOG0001504	OG0001273	n0			WP_012596004.1			
N3.HOG0001505	OG0001274	n0			WP_012593999.1			
N3.HOG0001506	OG0001275	n0			WP_012594945.1			
N3.HOG0001507	OG0001276	n0			WP_012595075.1			
N3.HOG0001508	OG0001277	n0			WP_012595416.1			WP_119260822.1
N3.HOG0001509	OG0001278	n0			WP_012593753.1			
N3.HOG0001510	OG0001279	n0			WP_012595649.1			WP_119259470.1
N3.HOG0001511	OG0001280	n0			WP_012593514.1			
N3.HOG0001512	OG0001281	n0			WP_015785193.1			
N3.HOG0001513	OG0001282	n0			WP_012594667.1			
N3.HOG0001514	OG0001283	n0					WP_044107506.1	WP_119260973.1
N3.HOG0001515	OG0001284	n0			WP_012593910.1			
N3.HOG0001516	OG0001285	n0			WP_012596089.1			
N3.HOG0001517	OG0001286	n0			WP_012594468.1			
N3.HOG0001518	OG0001287	n0			WP_012595937.1			
N3.HOG0001519	OG0001288	n0			WP_012596927.1			
N3.HOG0001520	OG0001289	n0			WP_012594849.1			
N3.HOG0001521	OG0001290	n0			WP_012594848.1			
N3.HOG0001522	OG0001291	n0			WP_241392680.1			
N3.HOG0001523	OG0001292	n0			WP_012596630.1			
N3.HOG0001524	OG0001293	n0			WP_012595280.1			
N3.HOG0001525	OG0001294	n0			WP_012593696.1			
N3.HOG0001526	OG0001295	n0			WP_012596445.1			
N3.HOG0001527	OG0001296	n0			WP_012595164.1			
N3.HOG0001528	OG0001297	n0			WP_012595923.1			
N3.HOG0001529	OG0001298	n0			WP_015957343.1			
N3.HOG0001530	OG0001299	n0			WP_012593733.1			
N3.HOG0001531	OG0001300	n0			WP_012593017.1, WP_012597294.1			
N3.HOG0001532	OG0001301	n0			WP_203427680.1			
N3.HOG0001533	OG0001302	n0			WP_012597205.1			
N3.HOG0001534	OG0001303	n0			WP_012597204.1			
N3.HOG0001535	OG0001304	n0					WP_044107558.1	WP_119259647.1
N3.HOG0001536	OG0001305	n0					WP_044106010.1	WP_232014555.1
N3.HOG0001537	OG0001306	n0			WP_012595916.1			
N3.HOG0001538	OG0001307	n0			WP_012595849.1			
N3.HOG0001539	OG0001308	n0			WP_012596002.1			
N3.HOG0001540	OG0001309	n0			WP_012595875.1			WP_232014595.1
N3.HOG0001541	OG0001310	n0			WP_012596918.1			
N3.HOG0001542	OG0001311	n0			WP_012596338.1			
N3.HOG0001543	OG0001312	n0			WP_015785108.1			
N3.HOG0001544	OG0001313	n0			WP_012595204.1			
N3.HOG0001545	OG0001314	n0			WP_012594547.1			
N3.HOG0001546	OG0001315	n0			WP_012594617.1			
N3.HOG0001547	OG0001316	n0			WP_012595914.1			
N3.HOG0001548	OG0001317	n0			WP_012595220.1			
N3.HOG0001549	OG0001318	n0			WP_012594351.1			
N3.HOG0001550	OG0001319	n0			WP_012594204.1			
N3.HOG0001551	OG0001320	n0			WP_012596159.1		WP_044105872.1	WP_119259512.1
N3.HOG0001552	OG0001321	n0			WP_012596511.1		WP_084220164.1	WP_119260156.1
N3.HOG0001553	OG0001322	n0			WP_012596714.1		WP_044106667.1	WP_119260843.1
N3.HOG0001554	OG0001323	n0			WP_012594209.1		WP_044106445.1	WP_119259981.1
N3.HOG0001555	OG0001324	n0			WP_012594208.1		WP_044106442.1	WP_119259980.1
N3.HOG0001556	OG0001325	n0			WP_012594907.1		WP_044106935.1	WP_119260625.1
N3.HOG0001557	OG0001326	n0			WP_012594908.1		WP_044106933.1	WP_119261019.1
N3.HOG0001558	OG0001327	n0			WP_012596141.1		WP_044105484.1	WP_119260146.1
N3.HOG0001559	OG0001328	n0			WP_012596140.1		WP_044105481.1	WP_119260971.1
N3.HOG0001560	OG0001330	n1			WP_012596596.1			
N3.HOG0001561	OG0001330	n2			WP_015785361.1			
N3.HOG0001562	OG0001331	n0			WP_012595733.1		WP_044106122.1	WP_119259736.1
N3.HOG0001563	OG0001332	n0			WP_203427729.1			
N3.HOG0001564	OG0001333	n1			WP_012594397.1			
N3.HOG0001565	OG0001333	n2			WP_012596200.1			
N3.HOG0001566	OG0001334	n0			WP_012596201.1		WP_044107124.1	WP_119260455.1
N3.HOG0001567	OG0001335	n0			WP_015785408.1		WP_044106502.1	WP_119260029.1
N3.HOG0001568	OG0001336	n0			WP_012595380.1		WP_044105829.1	WP_119259467.1
N3.HOG0001569	OG0001337	n0			WP_012595771.1		WP_044105935.1	WP_119259576.1
N3.HOG0001570	OG0001338	n1			WP_241392587.1			
N3.HOG0001571	OG0001338	n2			WP_012594554.1			
N3.HOG0001572	OG0001339	n0			WP_012594770.1			WP_119260786.1
N3.HOG0001573	OG0001340	n0			WP_012593640.1		WP_044106940.1	WP_119260621.1
N3.HOG0001574	OG0001341	n1			WP_012596287.1			
N3.HOG0001575	OG0001341	n2			WP_012597029.1			
