HOG	OG	Gene Tree Parent Clade	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125.1_protein	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515.1_protein	cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235.1_protein	cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135.1_protein
N0.HOG0000141	OG0000100	n0	WP_012953948.1	WP_009543491.1, WP_009547444.1, WP_009543504.1	WP_015785162.1	WP_229636928.1	WP_044107613.1	WP_119260962.1
N0.HOG0000142	OG0000101	n0	WP_012953951.1	WP_009546167.1, WP_012362635.1, WP_009545709.1	WP_012595482.1	WP_040055029.1	WP_044106542.1	WP_119260059.1
N0.HOG0000143	OG0000102	n0	WP_012954016.1	WP_009546665.1	WP_012593820.1, WP_041229573.1, WP_012594581.1	WP_040054934.1	WP_044107007.1	WP_119260566.1
N0.HOG0000144	OG0000103	n0	WP_012954081.1	WP_243397358.1, WP_009543129.1	WP_012595522.1, WP_012594660.1	WP_229637037.1	WP_044106544.1	WP_119260060.1
N0.HOG0000145	OG0000104	n1	WP_012954094.1	WP_009547112.1	WP_015785086.1	WP_040054741.1		
N0.HOG0000146	OG0000104	n4	WP_012954095.1	WP_009547111.1	WP_015785087.1	WP_040054740.1		
N0.HOG0000147	OG0000105	n0	WP_012954239.1	WP_009545168.1, WP_009545169.1	WP_012596179.1, WP_012596178.1	WP_040054356.1	WP_044105642.1	WP_119259327.1
N0.HOG0000148	OG0000106	n0	WP_012954273.1	WP_243397372.1, WP_009543261.1	WP_012596108.1, WP_012596398.1	WP_229637252.1	WP_044106136.1	WP_119259748.1
N0.HOG0000149	OG0000107	n0	WP_012954461.1	WP_009543713.1, WP_009546610.1	WP_012596485.1, WP_012596486.1	WP_229637374.1	WP_044106477.1	WP_119259999.1
N0.HOG0000150	OG0000108	n0	WP_201763759.1	WP_009543548.1, WP_009545363.1, WP_009543927.1	WP_012596917.1	WP_229637437.1	WP_044105626.1	WP_119259312.1
N0.HOG0000151	OG0000109	n0		WP_009547028.1, WP_009543262.1	WP_012595566.1, WP_012594062.1, WP_012595559.1, WP_012596399.1		WP_232509847.1	WP_119259747.1
N0.HOG0000152	OG0000110	n0		WP_009546782.1, WP_009546533.1, WP_009543403.1, WP_009545955.1, WP_009544804.1	WP_012594574.1, WP_012594082.1, WP_015785261.1			
N0.HOG0000153	OG0000111	n0		WP_024750299.1, WP_009543585.1, WP_009547702.1, WP_009546950.1, WP_009547805.1	WP_012597070.1, WP_015957408.1		WP_145972230.1	
N0.HOG0000154	OG0000112	n0		WP_009546619.1, WP_009546800.1, WP_009543587.1, WP_009546618.1	WP_012596343.1, WP_012595312.1, WP_012596344.1			WP_119260748.1
N0.HOG0000155	OG0000113	n0		WP_009545822.1, WP_009543710.1, WP_243397460.1, WP_009547744.1	WP_012596123.1, WP_012594064.1, WP_012594108.1, WP_012594252.1			
N0.HOG0000156	OG0000114	n0		WP_009543800.1, WP_009547531.1, WP_009544355.1, WP_009546209.1, WP_009546905.1	WP_012594615.1, WP_012593735.1		WP_232509841.1	
N0.HOG0000157	OG0000115	n0		WP_009543953.1, WP_009547711.1	WP_012594423.1, WP_012594458.1, WP_012594424.1, WP_012596696.1			WP_172582026.1, WP_119259819.1
N0.HOG0000158	OG0000116	n0		WP_009544980.1, WP_009544045.1, WP_009546149.1	WP_012593483.1, WP_012597058.1, WP_012594539.1, WP_012593408.1, WP_015785186.1			
N0.HOG0000159	OG0000117	n0		WP_009546694.1, WP_009544075.1, WP_009547837.1, WP_009546690.1, WP_009544420.1, WP_009544899.1	WP_012596804.1			WP_119260747.1
N0.HOG0000160	OG0000118	n0		WP_009544430.1, WP_009547559.1, WP_009544406.1	WP_012596620.1, WP_012595618.1		WP_044106621.1	WP_232014528.1, WP_172582004.1
N0.HOG0000161	OG0000119	n0		WP_009547304.1, WP_009544418.1, WP_009546985.1, WP_009545448.1	WP_012595797.1, WP_012594285.1, WP_012593942.1, WP_241392668.1			
N0.HOG0000162	OG0000120	n0		WP_009546805.1, WP_009544520.1, WP_009544855.1	WP_012594795.1, WP_015957442.1, WP_012595917.1, WP_012593997.1			WP_119260135.1
N0.HOG0000163	OG0000121	n0		WP_009545748.1, WP_009547371.1, WP_009544660.1	WP_012594165.1, WP_012596055.1, WP_012593078.1, WP_012596316.1		WP_232509924.1	
N0.HOG0000164	OG0000122	n0		WP_009544727.1, WP_009545558.1, WP_009547249.1, WP_024750227.1	WP_012596206.1, WP_083767405.1, WP_015957367.1, WP_012594586.1			
N0.HOG0000165	OG0000123	n0		WP_009544765.1, WP_243397410.1, WP_009547403.1, WP_009546692.1, WP_009545522.1, WP_009546502.1	WP_012593868.1, WP_012597061.1			
N0.HOG0000166	OG0000124	n0		WP_009547312.1, WP_009546928.1, WP_009547870.1	WP_012593024.1, WP_012593556.1, WP_241392711.1, WP_012596737.1, WP_012593592.1			
N0.HOG0000167	OG0000125	n0		WP_182670732.1, WP_182670731.1, WP_012362258.1	WP_203427668.1, WP_203427749.1, WP_203427674.1		WP_145972258.1	WP_232014474.1
N0.HOG0000168	OG0000126	n0	WP_012953467.1	WP_009546832.1	WP_015957418.1, WP_012593865.1	WP_229637513.1	WP_044106596.1	WP_119260105.1
N0.HOG0000169	OG0000127	n0	WP_012953486.1	WP_024750296.1	WP_015957401.1, WP_012595439.1	WP_229637527.1	WP_044106974.1	WP_119260590.1
N0.HOG0000170	OG0000128	n0	WP_012953487.1	WP_009547859.1, WP_009543552.1	WP_012594763.1	WP_229637528.1	WP_044105811.1	WP_119259451.1
N0.HOG0000171	OG0000129	n0	WP_012953538.1	WP_009544242.1	WP_041229730.1, WP_012594805.1	WP_040054663.1	WP_044105678.1	WP_119259353.1
N0.HOG0000172	OG0000130	n0	WP_012953540.1	WP_009545643.1, WP_009545642.1	WP_012594988.1	WP_229637559.1	WP_044106395.1	WP_119259949.1
N0.HOG0000173	OG0000131	n0	WP_012953542.1	WP_009545640.1	WP_015957321.1, WP_012594691.1	WP_229637560.1	WP_044106738.1	WP_119260796.1
N0.HOG0000174	OG0000132	n0	WP_012953547.1	WP_009545676.1, WP_009546376.1	WP_012594366.1	WP_229637563.1	WP_044105502.1	WP_119260138.1
N0.HOG0000175	OG0000133	n0	WP_012953549.1	WP_009544165.1, WP_009543457.1	WP_012595989.1	WP_229637565.1	WP_044105993.1	WP_119259631.1
N0.HOG0000176	OG0000134	n0	WP_012953554.1	WP_007303504.1, WP_008278493.1	WP_012595984.1	WP_040054677.1	WP_044105988.1	WP_085435268.1
N0.HOG0000177	OG0000135	n0	WP_012953568.1	WP_009545785.1	WP_012595644.1	WP_229637577.1	WP_052470611.1, WP_171816381.1	WP_172582017.1
N0.HOG0000178	OG0000136	n0	WP_012953618.1	WP_009544790.1, WP_009544592.1	WP_012595479.1	WP_229637609.1	WP_044106713.1	WP_119260814.1
N0.HOG0000179	OG0000137	n0	WP_012953643.1	WP_009546673.1	WP_012594337.1, WP_012595640.1	WP_229637622.1	WP_044106646.1	WP_119260861.1
N0.HOG0000180	OG0000138	n0	WP_012953653.1	WP_009543790.1	WP_012596073.1, WP_012593588.1	WP_229637631.1	WP_044107701.1	WP_119260211.1
N0.HOG0000181	OG0000139	n0	WP_012953656.1	WP_009547968.1, WP_009546720.1	WP_012595057.1	WP_229637632.1	WP_044107262.1	WP_119260344.1
N0.HOG0000182	OG0000140	n0	WP_012953675.1	WP_009544317.1, WP_009544507.1	WP_012596877.1	WP_229637640.1	WP_044105569.1	WP_119259276.1
N0.HOG0000183	OG0000141	n0	WP_012953704.1	WP_009545747.1	WP_012594416.1	WP_229637657.1	WP_232509862.1	WP_232014582.1, WP_172582034.1
N0.HOG0000184	OG0000142	n0	WP_012953721.1	WP_009544168.1, WP_009544998.1	WP_012593511.1	WP_040054959.1	WP_044107062.1	WP_119260519.1
N0.HOG0000185	OG0000143	n0	WP_012953759.1	WP_009546921.1, WP_009547547.1	WP_012594949.1	WP_229636769.1	WP_044105826.1	WP_119259464.1
N0.HOG0000186	OG0000144	n0	WP_012953800.1	WP_009544732.1, WP_009543419.1	WP_012594160.1	WP_040054173.1	WP_044107240.1	WP_119260364.1
N0.HOG0000187	OG0000145	n0	WP_012953802.1	WP_009544073.1, WP_009543123.1	WP_012596664.1	WP_229636832.1	WP_044105833.1	WP_119259474.1
N0.HOG0000188	OG0000146	n0	WP_012953816.1	WP_009543925.1, WP_182670740.1	WP_012596526.1	WP_040054188.1	WP_044106085.1	WP_119259711.1
N0.HOG0000189	OG0000147	n0	WP_012953839.1	WP_009546297.1, WP_009544469.1	WP_015785160.1	WP_229636855.1	WP_044106247.1	WP_119259830.1
N0.HOG0000190	OG0000148	n0	WP_012953867.1	WP_009546745.1, WP_009543132.1	WP_015957424.1, WP_012593424.1	WP_040054230.1		WP_119260439.1
N0.HOG0000191	OG0000149	n0	WP_012953877.1	WP_009547448.1	WP_012593847.1, WP_015957423.1	WP_040054236.1	WP_044107116.1	WP_119260460.1
N0.HOG0000192	OG0000150	n0	WP_012953880.1	WP_009543423.1, WP_009547814.1	WP_012593636.1	WP_040054237.1	WP_044106163.1	WP_119259768.1
N0.HOG0000193	OG0000151	n0	WP_012953898.1	WP_009546432.1, WP_009544062.1	WP_012594201.1	WP_229636892.1	WP_044106603.1	WP_119260111.1
N0.HOG0000194	OG0000152	n0	WP_012953936.1	WP_009543985.1, WP_009546918.1	WP_012593569.1	WP_229636920.1, WP_229636919.1, WP_261345096.1		
N0.HOG0000195	OG0000153	n0	WP_012953964.1	WP_009547790.1, WP_024750185.1	WP_012595642.1	WP_229636938.1	WP_044106282.1	WP_119259849.1
N0.HOG0000196	OG0000154	n0	WP_012954001.1	WP_009546638.1	WP_012595103.1, WP_012595438.1	WP_229636965.1	WP_232509875.1	WP_119260544.1
N0.HOG0000197	OG0000155	n0	WP_012954049.1	WP_009545287.1, WP_009545528.1	WP_012596725.1	WP_229636993.1	WP_044105876.1	WP_119259517.1
N0.HOG0000198	OG0000156	n0	WP_012954068.1	WP_009547552.1, WP_009546907.1	WP_012595010.1	WP_229637005.1	WP_044106793.1	WP_119260761.1
N0.HOG0000199	OG0000157	n0	WP_012954077.1	WP_009545635.1	WP_012596253.1, WP_012595147.1	WP_040055126.1	WP_044106944.1	WP_119260618.1
N0.HOG0000200	OG0000158	n0	WP_012954084.1	WP_009544654.1, WP_009543323.1	WP_012594198.1	WP_040055121.1	WP_044105725.1	WP_119260894.1
N0.HOG0000201	OG0000159	n0	WP_012954089.1	WP_198019420.1, WP_009547468.1	WP_015957304.1	WP_229637044.1	WP_044105592.1	WP_119259285.1
N0.HOG0000202	OG0000160	n0	WP_012954180.1	WP_009544653.1, WP_009547114.1	WP_012597253.1	WP_229637175.1	WP_044105733.1	WP_119259391.1
N0.HOG0000203	OG0000161	n0	WP_012954195.1	WP_009546467.1	WP_012596564.1, WP_012595658.1	WP_229637189.1	WP_044106466.1	WP_119259992.1
N0.HOG0000204	OG0000162	n0	WP_012954261.1	WP_009545400.1, WP_009543801.1	WP_012594272.1, WP_012594787.1	WP_229637243.1		WP_119259556.1
N0.HOG0000205	OG0000163	n0	WP_012954275.1	WP_024750143.1, WP_009547218.1	WP_012595130.1	WP_229637253.1	WP_044106768.1	WP_119260773.1
N0.HOG0000206	OG0000164	n0	WP_012954295.1	WP_009544719.1	WP_012596408.1, WP_012594769.1	WP_040054309.1	WP_044106755.1	WP_119260787.1
N0.HOG0000207	OG0000165	n0	WP_012954365.1	WP_009544559.1	WP_012596278.1, WP_012593645.1	WP_229637311.1	WP_044107085.1	WP_119260494.1
N0.HOG0000208	OG0000166	n0	WP_012954421.1	WP_009546993.1, WP_009543851.1	WP_012596831.1	WP_040054578.1	WP_044106669.1	WP_119260841.1
N0.HOG0000209	OG0000167	n0	WP_012954429.1	WP_156922878.1, WP_009545113.1	WP_012595347.1	WP_229637355.1	WP_044106525.1	WP_119260047.1
N0.HOG0000210	OG0000168	n0	WP_012954447.1	WP_024750364.1, WP_009545215.1	WP_012595040.1, WP_012595915.1	WP_229637366.1		WP_119259684.1
N0.HOG0000211	OG0000169	n0	WP_012954453.1	WP_009544631.1, WP_009543699.1, WP_009547631.1	WP_015957306.1, WP_041229613.1			WP_119259461.1
N0.HOG0000212	OG0000170	n0	WP_012954477.1	WP_024750284.1, WP_009546182.1	WP_012595415.1	WP_229637385.1	WP_044106513.1	WP_119260038.1
N0.HOG0000213	OG0000171	n0	WP_012954512.1	WP_009547136.1	WP_012596566.1, WP_012594960.1	WP_229637413.1	WP_044105470.1	WP_119260150.1
N0.HOG0000214	OG0000172	n0	WP_012954517.1	WP_243397453.1, WP_009543715.1	WP_012595847.1	WP_229637416.1	WP_044105861.1	WP_119259500.1
N0.HOG0000215	OG0000173	n0	WP_012954528.1	WP_009543802.1	WP_203427710.1, WP_012596482.1	WP_229637424.1	WP_044107296.1	WP_119260320.1
N0.HOG0000216	OG0000174	n0	WP_012954538.1	WP_009546419.1, WP_009544677.1	WP_041229611.1	WP_229637433.1	WP_232509834.1	WP_232014546.1
N0.HOG0000217	OG0000175	n0	WP_012954626.1	WP_009543989.1, WP_024750241.1	WP_203427739.1	WP_229637489.1	WP_044106185.1	WP_172582112.1
N0.HOG0000218	OG0000176	n0	WP_041487708.1	WP_009543462.1, WP_009544313.1	WP_012595983.1	WP_229637702.1	WP_044105987.1	WP_119259626.1
N0.HOG0000219	OG0000177	n0	WP_041487725.1	WP_009545914.1, WP_009547551.1	WP_012593812.1	WP_229636790.1	WP_044106551.1	WP_119260063.1
N0.HOG0000220	OG0000178	n0	WP_041487734.1	WP_009545425.1, WP_009543381.1	WP_015957285.1	WP_040054214.1	WP_044106694.1	WP_119260823.1
N0.HOG0000221	OG0000179	n0	WP_041487762.1	WP_009546400.1, WP_009546591.1	WP_012593831.1	WP_229637240.1	WP_044105806.1	WP_119259444.1
N0.HOG0000222	OG0000180	n0	WP_041487770.1	WP_009545813.1, WP_009544614.1	WP_012594966.1	WP_040054824.1	WP_044106116.1	WP_119259733.1
N0.HOG0000223	OG0000181	n0	WP_041487801.1	WP_009545406.1, WP_009544388.1	WP_012595123.1	WP_229637554.1	WP_044106854.1	WP_119260699.1
N0.HOG0000224	OG0000182	n0	WP_041487895.1	WP_009544440.1, WP_009546363.1	WP_041229695.1	WP_229637468.1	WP_044106409.1	WP_119259961.1
N0.HOG0000225	OG0000183	n0	WP_071813723.1	WP_243397380.1	WP_012595945.1, WP_012596143.1	WP_040054197.1	WP_232509928.1	WP_119260286.1
N0.HOG0000226	OG0000184	n0	WP_081440571.1	WP_009546298.1, WP_009544778.1	WP_012595374.1	WP_229637584.1	WP_232509858.1	WP_119259896.1
N0.HOG0000227	OG0000185	n0	WP_148207777.1	WP_009545988.1	WP_015785214.1	WP_229637608.1	WP_044107489.1	WP_119259572.1, WP_119260166.1
N0.HOG0000228	OG0000186	n0	WP_201763753.1	WP_009544106.1	WP_012595365.1, WP_012595446.1	WP_229637727.1	WP_044107006.1	WP_119260567.1
N0.HOG0000229	OG0000187	n0	WP_236608127.1	WP_009544323.1, WP_009546091.1	WP_012596644.1	WP_229637297.1	WP_044107263.1	WP_119260343.1
N0.HOG0000230	OG0000188	n0	WP_236608137.1	WP_009544345.1	WP_012594741.1, WP_015957416.1	WP_229636954.1	WP_232509823.1	WP_232014533.1
N0.HOG0000231	OG0000189	n0		WP_009543285.1, WP_009547895.1, WP_009543259.1	WP_012597216.1, WP_012595906.1		WP_044105680.1	WP_119259354.1
N0.HOG0000232	OG0000190	n0		WP_009543733.1, WP_009545957.1, WP_009543621.1, WP_009543734.1	WP_012596570.1, WP_012597210.1, WP_241392576.1			
N0.HOG0000233	OG0000191	n0		WP_009545227.1, WP_009544366.1, WP_009543856.1, WP_009543963.1, WP_009545226.1	WP_015957309.1			WP_172582030.1
N0.HOG0000234	OG0000192	n0		WP_009543957.1	WP_012593932.1, WP_015957392.1, WP_012593933.1, WP_012595657.1, WP_012594286.1, WP_012595971.1			
N0.HOG0000235	OG0000193	n0		WP_009546121.1, WP_009547570.1, WP_009543993.1, WP_009545671.1	WP_012596530.1, WP_012594374.1, WP_012597256.1			
N0.HOG0000236	OG0000194	n0		WP_009544371.1, WP_009544869.1, WP_009546527.1	WP_012595661.1, WP_012595302.1, WP_241392703.1, WP_012595756.1			
N0.HOG0000237	OG0000195	n0		WP_009544785.1, WP_009546903.1, WP_009545081.1, WP_009545937.1	WP_012594138.1, WP_012596699.1			WP_232014544.1
N0.HOG0000238	OG0000196	n0		WP_009545262.1, WP_009547242.1, WP_009547029.1	WP_015957427.1, WP_012596827.1		WP_044105925.1	WP_119259564.1
N0.HOG0000239	OG0000197	n0		WP_009545278.1	WP_241392581.1, WP_012595843.1, WP_012595844.1, WP_012596963.1, WP_012594356.1, WP_241392653.1			
N0.HOG0000240	OG0000198	n0		WP_009545598.1	WP_012594856.1, WP_012596424.1, WP_157861293.1, WP_157861342.1, WP_157861287.1, WP_157861291.1			
N0.HOG0000241	OG0000199	n0		WP_009545718.1, WP_009546919.1, WP_009546871.1	WP_012594626.1, WP_012595305.1		WP_044107397.1	WP_119260229.1
N0.HOG0000242	OG0000200	n0		WP_009547453.1, WP_009546239.1	WP_012596100.1, WP_012596154.1, WP_041229713.1, WP_012594346.1, WP_012596109.1			
N0.HOG0000243	OG0000201	n0		WP_009547787.1, WP_009547877.1, WP_009547795.1, WP_041231847.1, WP_009547660.1, WP_012362058.1, WP_012362053.1				
N0.HOG0000244	OG0000202	n0		WP_009547706.1, WP_009547862.1, WP_009547767.1	WP_012595276.1, WP_012597195.1		WP_044106691.1	WP_119260825.1
N0.HOG0000245	OG0000203	n0			WP_012593684.1, WP_012595974.1, WP_012594842.1, WP_012596216.1, WP_012595089.1, WP_241392672.1, WP_012593985.1			
N0.HOG0000246	OG0000204	n0	WP_012953434.1	WP_009547345.1	WP_012597054.1	WP_229637494.1	WP_044107090.1	WP_232014493.1
N0.HOG0000247	OG0000205	n0	WP_012953435.1	WP_024750318.1	WP_012595772.1, WP_012596969.1	WP_229637495.1	WP_232509903.1	
N0.HOG0000248	OG0000206	n0	WP_012953436.1	WP_009544741.1	WP_012593773.1	WP_040054432.1	WP_084220183.1	WP_119260946.1
N0.HOG0000249	OG0000207	n0	WP_012953437.1	WP_009545622.1	WP_012596604.1	WP_229637496.1	WP_044106886.1	WP_119260668.1
N0.HOG0000250	OG0000208	n0	WP_012953438.1	WP_009545624.1	WP_012596606.1	WP_040054430.1	WP_044106888.1	WP_119260666.1
N0.HOG0000251	OG0000209	n0	WP_012953439.1	WP_009545625.1	WP_041229666.1	WP_040054429.1	WP_044106889.1	WP_119260665.1
N0.HOG0000252	OG0000210	n0	WP_012953440.1	WP_009545542.1	WP_241392578.1	WP_040054507.1	WP_044106063.1	WP_119259692.1
N0.HOG0000253	OG0000211	n0	WP_012953442.1	WP_009546877.1	WP_012595966.1	WP_229637498.1	WP_044106427.1	WP_119259974.1
N0.HOG0000254	OG0000212	n0	WP_012953444.1	WP_009545016.1	WP_012596410.1	WP_229637499.1	WP_044106439.1	WP_119259978.1
N0.HOG0000255	OG0000213	n0	WP_012953445.1	WP_009545138.1	WP_012597286.1	WP_229637500.1	WP_044106413.1	WP_119259963.1
N0.HOG0000256	OG0000214	n0	WP_012953447.1	WP_009543708.1	WP_015785332.1	WP_229637502.1	WP_044106141.1	WP_119259753.1
N0.HOG0000257	OG0000215	n0	WP_012953448.1	WP_009543691.1	WP_012596472.1	WP_229637503.1	WP_044105908.1	WP_119259546.1
N0.HOG0000258	OG0000216	n0	WP_012953449.1	WP_009544966.1	WP_012594625.1	WP_229637504.1	WP_044105595.1	WP_119259286.1
N0.HOG0000259	OG0000217	n0	WP_012953452.1	WP_009546496.1	WP_015785184.1, WP_012596517.1		WP_044107431.1	WP_119260206.1
N0.HOG0000260	OG0000218	n0	WP_012953454.1	WP_009546786.1	WP_012596189.1	WP_040054418.1	WP_044106236.1	WP_119259825.1
N0.HOG0000261	OG0000219	n0	WP_012953455.1	WP_009546785.1	WP_012596188.1	WP_229637506.1	WP_044106238.1	WP_119259826.1
N0.HOG0000262	OG0000220	n0	WP_012953456.1	WP_009546875.1	WP_012593915.1	WP_040054416.1	WP_044107371.1	WP_119260249.1
N0.HOG0000263	OG0000221	n0	WP_012953459.1	WP_009546770.1	WP_012594414.1	WP_229637508.1	WP_044106505.1	WP_119260031.1
N0.HOG0000264	OG0000222	n0	WP_012953460.1	WP_009546777.1	WP_012595449.1	WP_229637509.1	WP_044107108.1	WP_119260468.1
N0.HOG0000265	OG0000223	n0	WP_012953462.1	WP_009546779.1	WP_241392706.1	WP_229637510.1	WP_044106735.1	WP_119260800.1
N0.HOG0000266	OG0000224	n0	WP_012953463.1	WP_012362482.1	WP_012595975.1	WP_229637511.1	WP_044107053.1	WP_232014616.1
N0.HOG0000267	OG0000225	n0	WP_012953466.1	WP_009546831.1	WP_012595221.1	WP_229637696.1	WP_044106343.1	WP_119259903.1
N0.HOG0000268	OG0000226	n0	WP_012953468.1	WP_009546833.1	WP_012596165.1	WP_040055176.1	WP_044106179.1	WP_119259787.1
N0.HOG0000269	OG0000227	n0	WP_012953470.1	WP_009546551.1	WP_012595802.1	WP_229637515.1	WP_044107137.1	WP_119260447.1
N0.HOG0000270	OG0000228	n0	WP_012953472.1	WP_009545132.1	WP_015957373.1	WP_229637517.1	WP_044105660.1	WP_119259343.1
N0.HOG0000271	OG0000229	n0	WP_012953474.1	WP_009545578.1	WP_012594390.1	WP_229637519.1	WP_044107004.1	WP_119260569.1
N0.HOG0000272	OG0000230	n0	WP_012953475.1	WP_008275059.1	WP_012594391.1	WP_040055183.1	WP_044107003.1	WP_119260570.1
N0.HOG0000273	OG0000231	n0	WP_012953476.1	WP_009545587.1	WP_012593739.1	WP_229637520.1	WP_044107393.1	WP_119260232.1
N0.HOG0000274	OG0000232	n0	WP_012953477.1	WP_009545588.1	WP_012596038.1	WP_229637521.1	WP_044106918.1	WP_119260638.1
N0.HOG0000275	OG0000233	n0	WP_012953478.1	WP_009546003.1	WP_012596401.1	WP_229637522.1	WP_232509821.1	WP_119260888.1
N0.HOG0000276	OG0000234	n0	WP_012953480.1	WP_009547072.1	WP_012596164.1	WP_229637523.1	WP_044105766.1	WP_119259410.1
N0.HOG0000277	OG0000235	n0	WP_012953481.1	WP_009547672.1	WP_012593780.1	WP_229637524.1	WP_044106449.1	WP_119259982.1
N0.HOG0000278	OG0000236	n0	WP_012953482.1	WP_009544571.1	WP_012596405.1	WP_229637525.1	WP_044106533.1	WP_119260052.1
N0.HOG0000279	OG0000237	n0	WP_012953484.1	WP_009547383.1	WP_012593914.1	WP_040055191.1	WP_044107373.1	WP_119260248.1
N0.HOG0000280	OG0000238	n0	WP_012953485.1	WP_009545877.1	WP_012594192.1, WP_012596770.1	WP_229637526.1		WP_119261008.1
N0.HOG0000281	OG0000239	n0	WP_012953488.1	WP_009543551.1	WP_012594762.1	WP_040055225.1	WP_044105812.1	WP_119259452.1
N0.HOG0000282	OG0000240	n0	WP_012953489.1	WP_009543549.1	WP_015783767.1	WP_229637529.1	WP_044105673.1	WP_119259351.1
N0.HOG0000283	OG0000241	n0	WP_012953490.1	WP_009547043.1	WP_012596449.1	WP_229637530.1	WP_044106703.1	WP_119260819.1
N0.HOG0000284	OG0000242	n0	WP_012953491.1	WP_009547042.1	WP_012596450.1	WP_229637531.1	WP_044106699.1	WP_119260820.1
N0.HOG0000285	OG0000243	n0	WP_012953492.1	WP_009543574.1	WP_015957410.1	WP_229637532.1	WP_044107205.1	WP_119260391.1
N0.HOG0000286	OG0000244	n0	WP_012953494.1	WP_009545615.1	WP_203427731.1	WP_040055208.1	WP_070104604.1	WP_232014534.1
N0.HOG0000287	OG0000245	n0	WP_012953497.1	WP_009545603.1	WP_012595552.1	WP_229637535.1	WP_044107144.1	WP_119260441.1
N0.HOG0000288	OG0000246	n0	WP_012953499.1	WP_009543553.1	WP_015785349.1	WP_040055211.1	WP_044106291.1	WP_119259860.1
N0.HOG0000289	OG0000247	n0	WP_012953500.1	WP_009544809.1	WP_012596112.1	WP_229637536.1	WP_044107324.1	WP_119260295.1
N0.HOG0000290	OG0000248	n0	WP_012953501.1	WP_009543240.1	WP_012595804.1	WP_229637537.1	WP_044107550.1	WP_119259590.1
N0.HOG0000291	OG0000249	n0	WP_012953504.1	WP_009546685.1	WP_012594232.1	WP_040055235.1	WP_044106455.1	WP_119259985.1
N0.HOG0000292	OG0000250	n0	WP_012953505.1	WP_012361405.1	WP_012594234.1	WP_229637540.1	WP_052470606.1	WP_119259555.1
N0.HOG0000293	OG0000251	n0	WP_012953506.1	WP_009546111.1	WP_041229716.1	WP_040055237.1	WP_044106828.1	WP_119260724.1
N0.HOG0000294	OG0000252	n0	WP_012953507.1	WP_009546110.1	WP_012593538.1	WP_040054635.1	WP_044106225.1	WP_119259818.1
N0.HOG0000295	OG0000253	n0	WP_012953508.1	WP_009546109.1	WP_012593537.1	WP_040054636.1	WP_044106223.1	WP_119259817.1
N0.HOG0000296	OG0000254	n0	WP_012953509.1	WP_009546108.1	WP_012593536.1	WP_040054637.1	WP_044106219.1	WP_119259815.1
N0.HOG0000297	OG0000255	n0	WP_012953510.1	WP_009544349.1	WP_012596595.1	WP_229637541.1	WP_044106079.1	WP_119259708.1
N0.HOG0000298	OG0000256	n0	WP_012953511.1	WP_009544350.1	WP_012596593.1	WP_040054639.1	WP_044105847.1	WP_119259485.1
N0.HOG0000299	OG0000257	n0	WP_012953515.1	WP_009544206.1	WP_012596575.1	WP_229637544.1	WP_044107147.1	WP_119260437.1
N0.HOG0000300	OG0000258	n0	WP_012953516.1	WP_009544205.1	WP_012596576.1	WP_229637545.1	WP_044107149.1	WP_119261002.1
N0.HOG0000301	OG0000259	n0	WP_012953517.1	WP_009544203.1	WP_012594229.1	WP_040054645.1	WP_044106617.1	WP_119260882.1
N0.HOG0000302	OG0000260	n0	WP_012953518.1	WP_009544202.1	WP_012594228.1	WP_229637546.1	WP_044106618.1	WP_119260881.1
N0.HOG0000303	OG0000261	n0	WP_012953521.1	WP_009545095.1	WP_012595629.1	WP_040054649.1	WP_044106101.1	WP_119259723.1
N0.HOG0000304	OG0000262	n0	WP_012953522.1	WP_009545094.1	WP_012595628.1	WP_229637547.1	WP_044106098.1	WP_119259722.1
N0.HOG0000305	OG0000263	n0	WP_012953523.1	WP_009544644.1	WP_012593882.1	WP_229637548.1	WP_044107001.1	WP_119260572.1
N0.HOG0000306	OG0000264	n0	WP_012953524.1	WP_243397326.1	WP_012593881.1	WP_229637549.1	WP_070104603.1	WP_119260571.1
N0.HOG0000307	OG0000265	n0	WP_012953525.1	WP_009545089.1	WP_012593685.1	WP_229637550.1	WP_044106256.1	WP_119259834.1
N0.HOG0000308	OG0000266	n0	WP_012953527.1	WP_009545088.1	WP_012593686.1	WP_040054653.1	WP_044106258.1	WP_119259835.1
N0.HOG0000309	OG0000267	n0	WP_012953529.1	WP_009543968.1	WP_012596332.1	WP_229637552.1	WP_044106874.1	WP_119260679.1
