HOG	OG	Gene Tree Parent Clade	Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA_GCF_000025125.1_protein	Crocosphaera_subtropica_ATCC_51142_GCF_000017845.1_protein	Rippkaea_orientalis_PCC_8801_GCF_000021805.1_protein	cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1_GCF_020885515.1_protein	cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_ETSB_Lake_Yunoko_GCF_000829235.1_protein	cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB_GCF_003574135.1_protein
N4.HOG0001490	OG0001690	n0					WP_044105865.1	WP_119259506.1
N4.HOG0001491	OG0001691	n0					WP_044107233.1	WP_119260369.1
N4.HOG0001492	OG0001693	n0					WP_044106800.1	WP_172582087.1
N4.HOG0001493	OG0001694	n0					WP_044106837.1	WP_119260713.1
N4.HOG0001494	OG0001695	n0					WP_044105970.1	WP_119259608.1
N4.HOG0001495	OG0001698	n0					WP_044105635.1	WP_119259322.1
N4.HOG0001496	OG0001699	n0					WP_044106960.1	WP_119260602.1
N4.HOG0001497	OG0001700	n0					WP_044105817.1	WP_119259456.1
N4.HOG0001498	OG0001701	n0					WP_044106275.1	WP_119259845.1
N4.HOG0001499	OG0001702	n0					WP_044106182.1	WP_119259788.1
N4.HOG0001500	OG0001703	n0					WP_044106674.1	WP_119260836.1
N4.HOG0001501	OG0001704	n0					WP_044106425.1	WP_232014577.1
N4.HOG0001502	OG0001705	n0					WP_044105519.1	WP_119260132.1
N4.HOG0001503	OG0001706	n0					WP_044106885.1	WP_119260669.1
N4.HOG0001504	OG0001707	n0					WP_044106580.1	WP_119260086.1
N4.HOG0001505	OG0001708	n0					WP_044105841.1	WP_119259479.1
N4.HOG0001506	OG0001709	n0					WP_044106949.1	WP_119260612.1
N4.HOG0001507	OG0001710	n0						WP_232014605.1
N4.HOG0001508	OG0001711	n0					WP_044107502.1	WP_119260173.1
N4.HOG0001509	OG0001712	n0						WP_119259823.1
N4.HOG0001510	OG0001713	n0					WP_044106769.1	WP_119260772.1
N4.HOG0001511	OG0001714	n0					WP_044106594.1	WP_119260102.1
N4.HOG0001512	OG0001715	n0					WP_044106320.1	WP_119259883.1
N4.HOG0001513	OG0001716	n0					WP_044107676.1	WP_119261006.1
N4.HOG0001514	OG0001717	n0					WP_044106149.1	WP_232014558.1
N4.HOG0001515	OG0001718	n0					WP_044106319.1	WP_119259882.1
N4.HOG0001516	OG0001719	n0					WP_044106961.1	WP_119260601.1
N4.HOG0001517	OG0001720	n0					WP_044105857.1	WP_119259498.1
N4.HOG0001518	OG0001721	n0					WP_044106911.1	WP_119260645.1
N4.HOG0001519	OG0001723	n0					WP_044106388.1	WP_119259940.1
N4.HOG0001520	OG0001724	n0					WP_171816429.1	WP_172582070.1
N4.HOG0001521	OG0001725	n0					WP_044107239.1	WP_119260993.1
N4.HOG0001522	OG0001726	n0					WP_044106648.1	WP_119260858.1
N4.HOG0001523	OG0001727	n0					WP_044106334.1	WP_119259894.1
N4.HOG0001524	OG0001728	n0					WP_044105948.1	WP_119259585.1
N4.HOG0001525	OG0001729	n0					WP_044107559.1	WP_119260918.1
N4.HOG0001526	OG0001730	n0					WP_044107388.1	WP_119260238.1
N4.HOG0001527	OG0001731	n0					WP_044107386.1	WP_119260239.1
N4.HOG0001528	OG0001732	n0					WP_044106614.1	WP_119260884.1
N4.HOG0001529	OG0001733	n0					WP_044106547.1	WP_119260061.1
N4.HOG0001530	OG0001734	n0					WP_044106811.1	WP_119260742.1
N4.HOG0001531	OG0001735	n0					WP_044107067.1	WP_119260514.1
N4.HOG0001532	OG0001736	n0					WP_044106975.1	WP_119260591.1
N4.HOG0001533	OG0001737	n0					WP_044106943.1	WP_119260619.1
N4.HOG0001534	OG0001738	n0					WP_044105781.1	WP_119259420.1
N4.HOG0001535	OG0001739	n0					WP_044106006.1	WP_119259644.1
N4.HOG0001536	OG0001740	n0					WP_044106005.1	WP_119259643.1
N4.HOG0001537	OG0001741	n0					WP_044107359.1	WP_119260261.1
N4.HOG0001538	OG0001742	n0					WP_044106268.1	WP_119259842.1
N4.HOG0001539	OG0001743	n0					WP_044106773.1	WP_119260770.1
N4.HOG0001540	OG0001744	n0					WP_044106584.1	WP_119260089.1
N4.HOG0001541	OG0001745	n0					WP_052470610.1	WP_119259655.1
N4.HOG0001542	OG0001746	n0					WP_044107172.1	WP_119260418.1
N4.HOG0001543	OG0001747	n0					WP_044107153.1	WP_119260436.1
N4.HOG0001544	OG0001748	n0					WP_044106244.1	WP_119259829.1
N4.HOG0001545	OG0001749	n0					WP_044106806.1	WP_119260745.1
N4.HOG0001546	OG0001750	n0					WP_044106805.1	WP_119260746.1
N4.HOG0001547	OG0001751	n0					WP_044107248.1	WP_119260353.1
N4.HOG0001548	OG0001753	n0					WP_044106573.1	WP_119260077.1
N4.HOG0001549	OG0001754	n0					WP_044106652.1	WP_119260853.1
N4.HOG0001550	OG0001755	n0					WP_044106404.1	WP_119259956.1
N4.HOG0001551	OG0001756	n0					WP_171816418.1	WP_119261028.1
N4.HOG0001552	OG0001757	n0					WP_044107649.1	WP_119261029.1
N4.HOG0001553	OG0001758	n0					WP_232509869.1	WP_119260738.1
N4.HOG0001554	OG0001759	n0					WP_044106815.1	WP_119260739.1
N4.HOG0001555	OG0001760	n0					WP_044106814.1	WP_119260740.1
N4.HOG0001556	OG0001761	n0					WP_044107595.1	WP_119259861.1
N4.HOG0001557	OG0001762	n0					WP_044105869.1	WP_119259510.1
N4.HOG0001558	OG0001763	n0					WP_044105789.1	WP_119259424.1
N4.HOG0001559	OG0001764	n0					WP_232509890.1	WP_232014480.1
N4.HOG0001560	OG0001765	n0					WP_044106552.1	WP_119260064.1
N4.HOG0001561	OG0001766	n0					WP_044106451.1	WP_119259983.1
N4.HOG0001562	OG0001767	n0					WP_044106453.1	WP_119259984.1
N4.HOG0001563	OG0001768	n0					WP_044106626.1	WP_232014527.1
N4.HOG0001564	OG0001769	n0					WP_044105785.1	WP_119260899.1
N4.HOG0001565	OG0001770	n0					WP_044106681.1	WP_119260831.1
N4.HOG0001566	OG0001771	n0					WP_171816436.1	WP_172582060.1
N4.HOG0001567	OG0001772	n0					WP_044107399.1	WP_119260226.1
N4.HOG0001568	OG0001774	n0					WP_044105624.1	WP_119259310.1
N4.HOG0001569	OG0001775	n0					WP_044106118.1	WP_119259734.1
N4.HOG0001570	OG0001776	n0					WP_171816441.1, WP_171816442.1	WP_232014476.1
N4.HOG0001571	OG0001777	n0					WP_044106335.1	WP_119259895.1
N4.HOG0001572	OG0001778	n0					WP_044106952.1	WP_119260609.1
N4.HOG0001573	OG0001779	n0					WP_044106017.1	WP_119259653.1
N4.HOG0001574	OG0001780	n0					WP_044105931.1	WP_119259570.1
N4.HOG0001575	OG0001781	n0					WP_044106486.1	WP_119260015.1
N4.HOG0001576	OG0001782	n0					WP_044107064.1	WP_119260517.1
N4.HOG0001577	OG0001783	n0					WP_044105455.1	WP_119260158.1
N4.HOG0001578	OG0001784	n0					WP_044106686.1	WP_119260829.1
N4.HOG0001579	OG0001785	n0					WP_044106280.1	WP_119259848.1
N4.HOG0001580	OG0001786	n0					WP_044105633.1	WP_172581999.1
N4.HOG0001581	OG0001787	n0					WP_044107491.1	WP_119260977.1
N4.HOG0001582	OG0001788	n0					WP_044105998.1	WP_119259637.1
N4.HOG0001583	OG0001789	n0					WP_044107693.1	WP_119260987.1
N4.HOG0001584	OG0001790	n0					WP_084220191.1	WP_119260113.1
N4.HOG0001585	OG0001791	n0					WP_044107361.1	WP_119260259.1
N4.HOG0001586	OG0001792	n0					WP_232509867.1	WP_232014516.1
N4.HOG0001587	OG0001793	n0					WP_044106292.1	WP_119259862.1
N4.HOG0001588	OG0001794	n0					WP_044106332.1	WP_119259893.1
N4.HOG0001589	OG0001796	n0					WP_070104596.1	WP_119259294.1
N4.HOG0001590	OG0001797	n0					WP_044107228.1	WP_232014484.1
N4.HOG0001591	OG0001798	n0					WP_044106144.1	WP_119259755.1
N4.HOG0001592	OG0001799	n0					WP_044107369.1	WP_119260251.1
N4.HOG0001593	OG0001800	n0					WP_044105629.1	WP_119259316.1
N4.HOG0001594	OG0001801	n0					WP_044105619.1	WP_119259304.1
N4.HOG0001595	OG0001802	n0					WP_044106932.1	WP_119260626.1
N4.HOG0001596	OG0001803	n0					WP_044106954.1	WP_119260607.1
N4.HOG0001597	OG0001805	n0					WP_044105547.1	WP_119260122.1
N4.HOG0001598	OG0001806	n0					WP_044105913.1	WP_119259553.1
N4.HOG0001599	OG0001807	n0					WP_044107683.1	WP_119260997.1
N4.HOG0001600	OG0001808	n0					WP_232509880.1	WP_232014488.1
N4.HOG0001601	OG0001810	n0					WP_044105866.1	WP_119259508.1
N4.HOG0001602	OG0001811	n0					WP_044107292.1	WP_119260323.1
N4.HOG0001603	OG0001812	n0					WP_044106557.1	WP_119260067.1
N4.HOG0001604	OG0001813	n0						WP_119260798.1
N4.HOG0001605	OG0001814	n0					WP_044106593.1	WP_119260100.1
N4.HOG0001606	OG0001815	n0					WP_171816390.1	WP_119259844.1
N4.HOG0001607	OG0001816	n0					WP_044105916.1	WP_119259557.1
N4.HOG0001608	OG0001817	n0					WP_232509886.1	WP_232014482.1
N4.HOG0001609	OG0001818	n0					WP_044106408.1	WP_119259959.1
N4.HOG0001610	OG0001819	n0					WP_145972227.1	
N4.HOG0001611	OG0001820	n0					WP_044107580.1	WP_232014561.1
N4.HOG0001612	OG0001822	n0					WP_145972255.1	WP_172582061.1
N4.HOG0001613	OG0001829	n0					WP_145972241.1	WP_232014513.1, WP_232014511.1
N4.HOG0001614	OG0003191	-					WP_044105640.1	WP_119259326.1
N4.HOG0001615	OG0003192	-					WP_044105883.1	WP_232014547.1
N4.HOG0001616	OG0003193	-					WP_044106470.1	WP_119259994.1
N4.HOG0001617	OG0003194	-					WP_044107016.1	WP_119260559.1
N4.HOG0001618	OG0003195	-					WP_044107127.1	WP_145961890.1
N4.HOG0001619	OG0003196	-					WP_044107133.1	WP_172582066.1
N4.HOG0001620	OG0003197	-					WP_044107297.1	WP_119260319.1
N4.HOG0001621	OG0003198	-					WP_052470607.1	WP_119259571.1
N4.HOG0001622	OG0003199	-					WP_145972234.1	WP_145961884.1
N4.HOG0001623	OG0003200	-					WP_145972249.1	WP_119260500.1
N4.HOG0001624	OG0003201	-					WP_171816379.1	WP_172582015.1
N4.HOG0001625	OG0003202	-					WP_171816395.1	WP_172582028.1
N4.HOG0001626	OG0003203	-					WP_171816396.1	WP_119259939.1
N4.HOG0001627	OG0003204	-					WP_171816407.1	WP_232014525.1
N4.HOG0001628	OG0003205	-					WP_171816412.1	WP_172582098.1
N4.HOG0001629	OG0003206	-					WP_171816432.1	WP_119260464.1
N4.HOG0001630	OG0003207	-					WP_171816440.1	WP_119260263.1
N4.HOG0001631	OG0003208	-					WP_232509852.1	WP_119259822.1
