source:/home/lalibelulalo/PIPELINES_2023/ASR_ORTHOLOGUES/Synechococcus_cyanobium_clade/pangenoma	Cyanobium_gracile_PCC_6307_GCF_000316515.1_genomic.gbff	Cyanobium_sp_M30B3_GCF_018399015.1_genomic.gbff	Cyanobium_sp_NIES-981_GCF_900088535.1_genomic.gbff	Cyanobium_sp_NS01_GCF_014280235.1_genomic.gbff	Synechococcus_sp_CBW1002_GCF_015840915.1_genomic.gbff	Synechococcus_sp_CBW1004_GCF_015840715.1_genomic.gbff	Synechococcus_sp_CBW1006_GCF_015840525.1_genomic.gbff	Synechococcus_sp_CBW1108_GCF_015840335.1_genomic.gbff	
1146_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1151_TIGR03790_family_pro...faa	1	1	0	0	0	1	0	0	
1152_ABC_transporter_ATP-...faa	1	1	0	0	0	1	1	1	
1153_glycosyltransferase_...faa	1	0	0	0	0	0	0	0	
1154_asparagine_synthase-...faa	1	0	0	0	0	0	0	0	
1155_glycosyltransferase_...faa	1	0	0	0	0	0	0	0	
1156_glycosyltransferase.faa	1	1	0	0	0	0	0	0	
1157_glycosyltransferase.faa	1	0	0	0	0	0	0	0	
1158_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1159_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1160_glycosyltransferase_...faa	1	0	0	0	0	0	0	0	
1161_glycosyltransferase.faa	1	0	0	0	0	0	0	0	
1162_glycosyltransferase_...faa	1	0	0	0	0	1	0	0	
1163_glycosyltransferase.faa	1	0	0	0	0	0	0	0	
1164_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1165_glycosyltransferase.faa	1	0	0	0	1	1	0	1	
1166_hypothetical_protein.faa	1	0	0	0	0	1	0	0	
1167_glycosyltransferase_...faa	1	0	0	0	1	0	0	1	
1168_GDP-mannose_4-6-dehy...faa	2	1	1	0	0	0	0	0	
1169_glycosyltransferase_...faa	1	0	0	0	0	1	0	0	
1172_glycosyltransferase.faa	1	1	0	0	0	0	1	0	
1173_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1174_hypothetical_protein.faa	1	1	1	0	0	0	1	0	
1175_glycosyltransferase_...faa	1	1	1	0	0	0	1	0	
1176_polysaccharide_biosy...faa	1	1	1	0	0	0	1	0	
1177_exosortase-archaeoso...faa	1	1	0	0	0	1	0	1	
1178_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1179_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1180_polysaccharide_biosy...faa	1	1	0	0	1	1	0	1	
1182_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1183_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1191_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1195_bifunctional_ribofla...faa	1	1	1	0	1	1	1	1	
1204_acyltransferase.faa	1	0	0	0	0	0	0	0	
1208_glycosyltransferase_...faa	1	0	0	0	0	0	0	1	
1209_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1214_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1217_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1221_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1222_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1223_Fic_family_protein.faa	1	0	1	0	0	1	0	1	
1227_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1228_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1230_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1231_arylsulfatase.faa	2	0	3	0	0	0	0	0	
1232_formylglycine-genera...faa	1	0	1	0	0	0	1	0	
1233_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1234_AraC_family_transcri...faa	1	1	1	0	0	0	0	1	
1235_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1237_mechanosensitive_ion...faa	1	0	0	0	1	0	1	0	
1251_response_regulator.faa	1	0	0	0	0	0	0	0	
1252_HAMP_domain-containi...faa	1	0	0	0	0	0	0	0	
1259_rpmH.faa	1	1	0	0	1	1	1	1	
1266_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1267_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1268_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1269_PriCT-2_domain-conta...faa	1	0	0	0	0	0	0	0	
1270_recombinase_family_p...faa	1	0	0	0	0	0	0	0	
1271_tyrosine-type_recomb...faa	1	0	0	0	0	0	0	0	
1274_hypothetical_protein.faa	1	1	0	0	0	0	0	0	
1277_yidD.faa	1	0	0	0	0	0	0	0	
1279_class_I_SAM-dependen...faa	1	0	1	0	1	0	1	0	
1280_TetR-AcrR_family_tra...faa	1	0	1	0	0	0	0	0	
1281_HlyD_family_efflux_t...faa	1	0	0	0	0	0	0	0	
1282_devC.faa	2	0	1	0	1	0	1	0	
1283_ATP-binding_cassette...faa	1	0	0	0	0	1	0	1	
1308_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1310_sugar_transferase.faa	1	0	0	0	1	1	1	0	
1311_glycosyltransferase.faa	1	0	0	0	1	1	1	0	
1317_DUF1622_domain-conta...faa	1	1	1	0	1	0	1	1	
1320_helix-turn-helix_dom...faa	1	0	1	0	0	1	1	1	
1321_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1332_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1333_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1334_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1336_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1338_response_regulator_t...faa	1	1	1	0	1	1	1	0	
1340_HAMP_domain-containi...faa	1	0	0	0	0	0	0	0	
1341_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1342_transposase.faa	1	0	0	0	0	1	1	0	
1343_methyltransferase_do...faa	1	0	0	0	0	0	0	0	
1347_DUF5615_family_PIN-l...faa	1	1	0	0	1	1	0	0	
1348_hypothetical_protein.faa	1	0	0	0	1	0	0	3	
1349_hypothetical_protein.faa	1	1	0	0	1	1	1	0	
1352_ATP-binding_protein.faa	1	0	0	0	0	1	0	1	
1354_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1355_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1356_IS5_family_transposa...faa	1	0	0	0	0	0	0	0	
1357_nucleotidyltransfera...faa	1	0	0	0	0	0	0	0	
1358_HEPN_domain-containi...faa	1	1	0	0	0	2	0	1	
1360_methyltransferase_re...faa	1	1	0	0	1	1	1	0	
1362_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1363_type_II_toxin-antito...faa	1	1	0	0	0	0	0	1	
1365_PilZ_domain-containi...faa	1	0	0	0	0	0	0	0	
1370_type_II_toxin-antito...faa	1	1	0	0	0	0	0	1	
1371_type_II_toxin-antito...faa	1	1	0	0	0	1	0	1	
1374_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1376_AbrB-MazE-SpoVT_fami...faa	1	1	0	0	2	0	2	1	
1377_type_II_toxin-antito...faa	1	1	0	0	1	0	1	1	
1378_YccF_domain-containi...faa	1	0	1	0	1	1	1	0	
1382_DUF3598_family_prote...faa	1	0	0	0	1	0	1	0	
1384_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1385_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1386_PilZ_domain-containi...faa	1	0	0	0	0	0	0	0	
1390_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1391_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1396_hypothetical_protein.faa	1	0	1	0	1	1	1	0	
1402_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1404_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1405_PilZ_domain-containi...faa	1	1	0	0	1	0	1	0	
1406_DUF5666_domain-conta...faa	1	0	0	0	0	0	0	0	
1407_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1408_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1409_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1410_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1413_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1414_S8_family_serine_pep...faa	1	0	0	0	0	0	0	0	
1427_chlorophyll_a-b-bind...faa	1	1	0	0	1	1	1	0	
1436_CsbD_family_protein.faa	3	0	0	0	0	0	0	0	
1437_DUF1328_domain-conta...faa	2	0	0	0	0	0	0	0	
1438_CsbD_family_protein.faa	2	0	0	0	0	0	0	0	
1439_dihydrofolate_reduct...faa	2	0	0	0	0	0	0	0	
1440_bifunctional_aldolas...faa	1	0	0	0	1	1	1	0	
1441_hypothetical_protein.faa	1	2	1	0	1	0	0	0	
1442_zinc-binding_alcohol...faa	1	0	1	0	0	1	0	0	
1444_YeeE-YedE_family_pro...faa	1	0	0	0	0	0	0	0	
1445_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1446_sulfurtransferase.faa	1	0	0	0	0	0	0	0	
1447_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1448_cytochrome_c_oxidase...faa	1	0	0	0	0	0	0	0	
1450_amidase.faa	1	0	0	0	0	0	0	0	
1451_sodium-proton_antipo...faa	1	0	0	0	0	0	0	0	
1452_TrkA_family_potassiu...faa	1	0	0	0	0	0	0	0	
1453_cyclic_nucleotide-bi...faa	1	0	0	0	0	0	0	0	
1454_class_I_SAM-dependen...faa	1	1	0	0	1	1	1	1	
1455_ABC_transporter_six-...faa	1	0	0	0	0	0	0	0	
1456_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1457_DNA_alkylation_repai...faa	1	0	0	0	0	0	0	0	
1458_alpha-beta_hydrolase.faa	1	0	0	0	0	0	0	0	
1459_transposase.faa	5	0	1	0	1	0	0	0	
1460_IS3_family_transposa...faa	2	0	0	0	0	0	0	0	
1461_GNAT_family_N-acetyl...faa	1	0	0	0	0	0	0	0	
1462_GNAT_family_N-acetyl...faa	1	0	0	0	0	0	0	0	
1463_DUF2442_domain-conta...faa	1	1	1	0	0	0	0	1	
1464_DUF4160_domain-conta...faa	1	1	1	0	0	1	0	1	
1465_IS91_family_transpos...faa	5	1	1	0	3	0	1	0	
1466_tyrosine-type_recomb...faa	1	0	0	0	0	0	0	0	
1467_L-D-transpeptidase.faa	1	1	0	0	1	1	1	0	
1483_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1485_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1487_carbohydrate_porin.faa	1	0	0	0	1	0	0	0	
1488_gltS.faa	1	1	0	0	1	0	0	0	
1490_glsA.faa	1	1	0	0	1	1	0	0	
1492_LysM_peptidoglycan-b...faa	1	0	0	0	0	0	0	0	
1493_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1514_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1520_HAD_family_hydrolase.faa	1	0	0	0	0	0	0	0	
1524_xseB.faa	1	0	0	0	1	1	1	0	
1527_hypothetical_protein.faa	1	0	0	0	0	1	0	0	
1534_chromate_transporter.faa	1	1	0	0	1	1	1	1	
1535_chromate_transporter.faa	1	1	0	0	1	1	1	1	
1536_phospholipase_D-like...faa	1	1	0	0	1	1	1	1	
1538_minE.faa	1	0	0	0	0	0	0	0	
1540_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1542_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1558_ComF_family_protein.faa	1	0	0	0	1	0	1	0	
1561_hypothetical_protein.faa	1	1	1	0	0	1	0	1	
1574_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1576_class_I_SAM-dependen...faa	1	0	0	0	0	0	0	0	
1577_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1596_ion_channel.faa	1	0	0	0	1	1	1	0	
1603_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1606_mechanosensitive_ion...faa	1	0	0	0	0	0	0	0	
1608_rimK.faa	1	0	0	0	0	1	0	0	
1610_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1612_pstS.faa	1	1	0	0	1	0	1	0	
1613_hypothetical_protein.faa	1	0	1	0	0	1	0	1	
1615_sulfite_exporter_Tau...faa	1	0	0	0	1	1	1	1	
1616_DnaJ_domain-containi...faa	1	0	1	0	1	0	1	0	
1617_hypothetical_protein.faa	1	0	1	0	1	0	1	0	
1618_hypothetical_protein.faa	1	0	0	0	1	0	1	0	
1620_PIN_domain_nuclease.faa	1	1	1	0	0	1	0	1	
1621_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1623_ATP-binding_protein.faa	1	0	1	0	0	0	0	0	
1625_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1627_hypothetical_protein.faa	1	0	1	0	0	0	0	0	
1628_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1629_AbrB-MazE-SpoVT_fami...faa	1	0	0	0	0	0	0	1	
1630_PIN_domain-containin...faa	1	0	0	0	1	0	1	2	
1631_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1632_hypothetical_protein.faa	1	0	0	0	0	0	0	2	
1633_type_II_toxin-antito...faa	1	0	0	0	0	1	1	3	
1634_VWA_domain-containin...faa	1	0	1	0	0	0	0	0	
1635_MerR_family_transcri...faa	1	0	1	0	0	0	0	0	
1636_M28_family_peptidase.faa	1	0	0	0	0	0	0	0	
1637_M28_family_peptidase.faa	1	0	0	0	0	0	0	0	
1638_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1641_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1642_ygiD.faa	1	0	1	0	0	0	0	0	
1643_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1645_haloacid_dehalogenas...faa	1	0	0	0	0	0	0	0	
1646_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1649_ATP-binding_protein.faa	1	0	0	0	0	0	0	0	
1650_GAF_domain-containin...faa	1	0	1	0	0	0	0	0	
1654_cupin_domain-contain...faa	1	0	0	0	0	0	0	0	
1655_dcd.faa	1	1	1	0	0	1	1	0	
1656_NAD-P--dependent_alc...faa	1	0	0	0	1	0	1	0	
1657_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1658_acyl--CoA_ligase.faa	1	0	0	0	1	0	2	0	
1659_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1661_type_II_toxin-antito...faa	1	0	1	0	0	0	0	1	
1665_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1666_nucleotidyltransfera...faa	1	0	1	0	2	1	2	2	
1667_addiction_module_pro...faa	1	0	1	0	0	0	1	0	
1668_type_II_toxin-antito...faa	1	0	0	0	0	0	0	0	
1669_ribbon-helix-helix_d...faa	1	0	0	0	0	0	0	0	
1670_HNH_endonuclease.faa	1	0	0	0	0	0	0	0	
1671_DUF4926_domain-conta...faa	1	0	0	0	0	1	0	0	
1672_HNH_endonuclease.faa	1	0	0	0	0	0	0	0	
1673_PIN_domain-containin...faa	1	0	0	0	0	0	0	0	
1674_prevent-host-death_p...faa	1	0	1	0	0	0	0	1	
1675_hypothetical_protein.faa	1	2	0	0	0	0	0	1	
1676_BrnT_family_toxin.faa	1	2	0	0	0	0	0	0	
1677_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1679_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1680_HNH_endonuclease.faa	1	0	0	0	0	0	0	0	
1682_BrnT_family_toxin.faa	1	1	0	0	0	0	0	0	
1684_hypothetical_protein.faa	1	0	0	0	0	0	1	0	
1685_ATP-binding_protein.faa	1	0	0	0	0	0	0	0	
1686_restriction_endonucl...faa	1	0	0	0	0	0	0	0	
1687_N-6_DNA_methylase.faa	1	0	0	0	0	1	1	0	
1688_type_II_toxin-antito...faa	2	0	1	0	0	1	1	0	
1689_AbrB-MazE-SpoVT_fami...faa	2	0	1	0	0	1	1	0	
1690_hsdR.faa	1	0	0	0	0	1	1	0	
1691_DUF262_domain-contai...faa	1	0	0	0	0	0	0	0	
1694_DUF3427_domain-conta...faa	1	0	0	0	0	0	0	0	
1695_type_II_toxin-antito...faa	1	1	1	0	0	0	1	1	
1696_type_II_toxin-antito...faa	1	1	0	0	0	0	1	0	
1697_DUF3427_domain-conta...faa	1	0	0	0	0	0	0	0	
1700_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1701_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1704_DUF5615_family_PIN-l...faa	1	1	1	0	0	0	1	0	
1705_Uma2_family_endonucl...faa	1	1	0	0	0	1	0	1	
1706_FAD-dependent_monoox...faa	1	0	1	0	1	0	0	0	
1708_serine_hydrolase.faa	1	0	1	0	1	0	1	0	
1709_PadR_family_transcri...faa	1	0	0	0	1	0	0	0	
1710_efflux_RND_transport...faa	1	0	0	0	1	0	0	0	
1711_efflux_RND_transport...faa	1	0	0	0	0	0	0	0	
1713_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1714_META_domain-containi...faa	1	0	0	0	0	0	0	0	
1715_methylase.faa	1	0	2	0	0	1	0	1	
1716_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1717_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1718_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1719_corA.faa	1	0	0	0	0	1	0	0	
1758_rpmE.faa	1	0	0	0	0	0	0	1	
1767_ExeM-NucH_family_ext...faa	1	0	0	0	0	0	0	0	
1768_alkaline_phosphatase.faa	1	0	0	0	0	0	0	0	
1769_esterase-like_activi...faa	1	1	0	0	0	0	0	0	
1775_hypothetical_protein.faa	1	0	0	0	0	1	0	0	
1794_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1810_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1817_hypothetical_protein.faa	1	1	1	0	0	0	0	1	
1819_glycosyltransferase.faa	1	0	0	0	0	0	0	0	
1820_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1821_mgtA.faa	1	0	0	0	0	0	0	0	
1822_glutamate_synthase-r...faa	1	0	1	0	0	0	0	0	
1823_zinc-binding_alcohol...faa	1	0	0	0	0	0	0	0	
1824_nuclear_transport_fa...faa	1	0	1	0	1	0	1	0	
1825_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1826_DUF2817_domain-conta...faa	2	0	0	0	0	0	0	0	
1827_SGNH-GDSL_hydrolase_...faa	1	0	0	0	0	0	0	0	
1828_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1829_transposase.faa	1	0	0	0	0	0	0	0	
1830_S41_family_peptidase.faa	1	0	0	0	0	0	0	0	
1831_ArdC_family_protein.faa	1	0	0	0	0	0	0	0	
1832_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1833_thermonuclease_famil...faa	1	0	0	0	0	0	0	0	
1834_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1835_alpha-amylase_family...faa	1	0	0	0	0	0	0	0	
1836_IS110_family_transpo...faa	1	0	0	0	2	0	0	0	
1837_IS481_family_transpo...faa	1	0	0	0	0	0	0	0	
1838_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1839_alpha-amylase_family...faa	1	0	0	0	0	0	0	0	
1840_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1841_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1842_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1845_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1846_type_I_restriction-m...faa	1	1	0	0	0	0	0	0	
1847_restriction_endonucl...faa	1	0	0	0	0	0	0	0	
1848_DEAD-DEAH_box_helica...faa	1	1	0	0	0	0	0	0	
1850_PIN-like_domain-cont...faa	1	0	0	0	0	0	0	0	
1851_MFS_transporter.faa	1	0	0	0	0	0	0	0	
1852_Coq4_family_protein.faa	1	0	1	0	1	1	0	1	
1853_TetR-AcrR_family_tra...faa	1	0	0	0	0	0	0	0	
1854_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1855_DUF1350_family_prote...faa	1	0	0	0	0	0	0	0	
1856_aldo-keto_reductase.faa	1	1	1	0	0	1	0	0	
1857_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1858_hypothetical_protein.faa	1	1	0	0	1	1	1	1	
1859_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1860_VOC_family_protein.faa	1	0	0	0	0	0	0	0	
1868_HupE-UreJ_family_pro...faa	1	1	1	0	1	1	1	1	
1869_MSMEG_0569_family_fl...faa	1	0	1	0	1	1	1	0	
1870_MSMEG_0572_family_ni...faa	1	0	1	0	1	1	1	0	
1871_Nit6803_family_nitri...faa	1	0	1	0	1	1	1	0	
1872_MSMEG_0568_family_ra...faa	1	0	1	0	1	1	1	0	
1873_GNAT_family_N-acetyl...faa	1	0	1	0	1	1	1	0	
1874_sll0787_family_AIR_s...faa	1	0	1	0	1	1	1	0	
1875_MSMEG_0570_family_ni...faa	1	0	1	0	1	1	1	0	
1876_TMEM175_family_prote...faa	1	0	1	0	0	0	0	0	
1877_CsbD_family_protein.faa	1	0	0	0	0	0	0	0	
1878_lmo0937_family_membr...faa	1	1	0	0	0	0	0	0	
1880_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1881_DUF421_domain-contai...faa	1	0	0	0	0	0	0	0	
1886_hypothetical_protein.faa	1	1	0	0	1	0	1	1	
1887_type_II_toxin-antito...faa	1	0	0	0	1	0	1	1	
1888_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1891_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1892_DUF3387_domain-conta...faa	1	0	0	0	0	0	0	0	
1893_hypothetical_protein.faa	1	0	0	0	1	0	1	1	
1894_ribbon-helix-helix_d...faa	1	1	1	0	0	0	0	1	
1895_PIN_domain-containin...faa	1	1	0	0	0	0	0	1	
1901_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1905_monovalent_cation-H-...faa	1	1	1	0	1	0	1	1	
1910_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1911_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1912_mechanosensitive_ion...faa	1	0	0	0	0	0	0	0	
1913_dienelactone_hydrola...faa	1	0	0	0	0	0	0	0	
1914_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1915_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1917_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1923_transporter_substrat...faa	1	1	1	0	0	0	0	1	
1924_hypothetical_protein.faa	1	1	1	0	1	1	1	0	
1925_VOC_family_protein.faa	1	0	0	0	0	0	0	0	
1926_response_regulator_t...faa	1	0	0	0	0	0	0	0	
1927_glycoside_hydrolase_...faa	1	0	0	0	0	0	0	0	
1928_type_II_toxin-antito...faa	1	1	0	0	2	0	1	1	
1929_AbrB-MazE-SpoVT_fami...faa	1	0	0	0	1	0	1	1	
1930_CPBP_family_intramem...faa	1	0	0	0	0	0	0	0	
1931_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1932_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1933_efflux_RND_transport...faa	1	0	0	0	0	0	0	0	
1934_ABC_transporter_perm...faa	1	0	0	0	0	0	0	0	
1935_ABC_transporter_ATP-...faa	1	0	0	0	0	0	0	0	
1936_cupin_domain-contain...faa	1	0	0	0	0	0	0	0	
1937_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1938_CAP_domain-containin...faa	1	0	0	0	0	0	0	0	
1939_GNAT_family_N-acetyl...faa	1	0	0	0	0	0	0	0	
1940_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1941_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1942_ATP-binding_cassette...faa	1	0	1	0	1	0	1	0	
1944_HlyD_family_efflux_t...faa	1	0	1	0	1	0	1	0	
1945_type_II_toxin-antito...faa	1	1	0	0	0	0	0	1	
1946_type_II_toxin-antito...faa	1	0	0	0	0	0	0	0	
1947_MFS_transporter.faa	1	0	0	0	0	0	0	0	
1949_class_I_SAM-dependen...faa	1	0	0	0	0	0	0	0	
1950_AAA_family_ATPase.faa	1	0	0	0	0	0	0	0	
1951_DUF429_domain-contai...faa	1	0	0	0	0	0	0	0	
1952_gamma-glutamylcyclot...faa	1	0	0	0	0	0	0	0	
1953_AAA_family_ATPase.faa	1	0	0	0	0	0	0	0	
1954_IS3_family_transposa...faa	3	0	0	0	1	0	0	0	
1956_ATP-binding_cassette...faa	1	0	0	0	0	0	0	0	
1957_endonuclease-exonucl...faa	1	0	0	0	0	0	0	0	
1958_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1960_tyrosine-type_recomb...faa	4	1	1	0	3	0	1	0	
1963_rph.faa	1	0	0	0	0	1	0	0	
1972_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1973_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
1975_DUF3769_domain-conta...faa	1	0	0	0	1	1	1	0	
2003_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
2011_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
2012_glycosyltransferase_...faa	1	0	0	0	0	0	0	0	
2014_Nif11-like_leader_pe...faa	1	1	1	0	0	1	1	1	
2015_glycosyltransferase.faa	1	0	0	0	0	0	0	0	
2017_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
2020_glycosyltransferase_...faa	1	0	0	0	0	0	0	0	
2029_class_I_SAM-dependen...faa	1	0	0	0	0	0	0	0	
2030_bchD.faa	1	0	0	0	0	1	0	0	
2034_class_I_SAM-dependen...faa	1	0	0	0	0	0	0	0	
2037_rhamnan_synthesis_F_...faa	1	0	0	0	0	0	0	0	
2050_galE.faa	1	0	1	0	1	1	1	1	
2051_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
2053_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
2054_glycosyltransferase_...faa	1	0	0	0	0	0	0	0	
2055_glycosyltransferase_...faa	1	0	0	0	0	0	0	0	
2057_ATP-binding_cassette...faa	1	1	0	0	2	1	1	0	
2066_acyltransferase.faa	2	0	0	0	0	1	0	0	
2068_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
2075_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
2076_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
2085_glycosyltransferase_...faa	1	0	0	0	0	0	0	0	
2086_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
2087_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
2089_NAD-dependent_epimer...faa	1	0	1	0	0	0	1	0	
2090_rfbH.faa	1	0	1	0	0	0	1	0	
2093_molecular_chaperone_...faa	1	0	1	0	0	0	1	0	
2094_hypothetical_protein.faa	1	0	1	0	0	0	1	0	
2095_NYN_domain-containin...faa	1	0	0	0	0	0	0	0	
2096_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
2098_YeeE-YedE_family_pro...faa	1	0	0	0	0	0	0	0	
2099_YeeE-YedE_family_pro...faa	1	0	0	0	0	0	0	0	
2102_DUF3188_domain-conta...faa	1	0	0	0	0	0	0	0	
2105_glucosyltransferase_...faa	1	0	0	0	0	0	0	0	
2114_YdcF_family_protein.faa	1	1	1	0	1	0	1	0	
2123_DedA_family_protein.faa	1	0	1	0	1	1	1	1	
2124_glycosyltransferase_...faa	1	0	0	0	0	0	0	0	
2125_GtrA_family_protein.faa	1	0	0	0	0	0	0	0	
2126_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
2129_mutT.faa	1	1	1	0	1	1	1	0	
2130_hypothetical_protein.faa	1	0	0	0	0	0	0	0	
2133_acyl-CoA_dehydrogena...faa	1	0	0	0	0	0	0	0	
2134_transcriptional_regu...faa	1	0	0	0	0	0	0	0	
2145_cysE.faa	1	1	1	0	1	1	1	1	
2146_type_II_toxin-antito...faa	1	2	0	0	0	1	1	2	
