Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Candidatus_Atelocyanobacterium_thalassa_isolate_ALOHA.gbff,Crocosphaera_subtropica_ATCC_51142.gbff,Rippkaea_orientalis_PCC_8801.gbff,cyanobacterium_endosymbiont_of_Braarudosphaera_bigelowii_CPSB-1.gbff,cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko.gbff,cyanobacterium_endosymbiont_of_Rhopalodia_gibberula_RgSB.gbff
346_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,0,1,1
347_queA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
348_uvrA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
349_cmk.faa,,,,,,,,,,,,,,1,0,0,1,0,0
350_fba.faa,,,,,,,,,,,,,,1,1,1,1,1,1
351_TIGR00303_family_pro...faa,,,,,,,,,,,,,,1,1,1,1,0,1
352_iron-containing_alco...faa,,,,,,,,,,,,,,1,1,1,0,1,1
353_single-stranded_DNA-...faa,,,,,,,,,,,,,,1,1,1,1,1,1
354_inorganic_diphosphat...faa,,,,,,,,,,,,,,1,1,1,1,1,1
355_NAD-P-H-quinone_oxid...faa,,,,,,,,,,,,,,1,1,1,1,1,1
356_ABC_transporter_perm...faa,,,,,,,,,,,,,,1,1,1,1,0,0
357_thiL.faa,,,,,,,,,,,,,,1,1,1,1,1,1
358_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
359_queG.faa,,,,,,,,,,,,,,1,1,1,1,1,1
360_glycosyltransferase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
361_infC.faa,,,,,,,,,,,,,,1,1,1,1,1,1
362_homoserine_dehydroge...faa,,,,,,,,,,,,,,1,1,1,1,1,1
363_chloride_channel_pro...faa,,,,,,,,,,,,,,1,0,0,0,0,0
364_crossover_junction_e...faa,,,,,,,,,,,,,,1,1,1,1,1,1
365_groL.faa,,,,,,,,,,,,,,1,1,1,1,1,1
366_Tab2-Atab2_family_RN...faa,,,,,,,,,,,,,,1,1,1,1,1,1
367_glycosyltransferase_...faa,,,,,,,,,,,,,,1,1,1,1,1,1
368_glycosyltransferase_...faa,,,,,,,,,,,,,,1,1,1,1,1,1
369_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
370_rsmA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
371_alanine--glyoxylate_...faa,,,,,,,,,,,,,,1,1,1,1,1,1
372_lpxD.faa,,,,,,,,,,,,,,1,1,1,1,1,1
373_gatB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
374_pstB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
375_pstB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
376_pstA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
377_pstC.faa,,,,,,,,,,,,,,1,1,1,1,1,1
378_pgeF.faa,,,,,,,,,,,,,,1,1,1,1,1,1
379_iron_ABC_transporter...faa,,,,,,,,,,,,,,1,1,1,1,0,0
380_fusA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
381_SpoIID-LytB_domain-c...faa,,,,,,,,,,,,,,1,1,1,1,1,1
382_ribonucleoside-dipho...faa,,,,,,,,,,,,,,1,1,1,1,1,1
383_Ycf66_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
384_lpdA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
385_ribose-phosphate_pyr...faa,,,,,,,,,,,,,,1,1,1,1,1,1
386_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
387_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
388_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,0,1
389_NAD-P-H-quinone_oxid...faa,,,,,,,,,,,,,,1,1,1,1,1,1
390_trypsin-like_peptida...faa,,,,,,,,,,,,,,1,1,1,1,1,1
391_TIGR00297_family_pro...faa,,,,,,,,,,,,,,1,1,1,1,1,1
392_iron-sulfur_cluster_...faa,,,,,,,,,,,,,,1,1,1,1,1,1
393_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
394_BtpA-SgcQ_family_pro...faa,,,,,,,,,,,,,,1,1,1,1,1,1
395_vitamin_K_epoxide_re...faa,,,,,,,,,,,,,,1,1,1,1,1,1
396_holA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
397_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
398_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
399_AarF-UbiB_family_pro...faa,,,,,,,,,,,,,,1,1,1,1,0,0
400_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,1,1,1
401_AAA_family_ATPase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
402_dnaB.faa,,,,,,,,,,,,,,1,1,1,1,0,0
403_AarF-ABC1-UbiB_kinas...faa,,,,,,,,,,,,,,1,1,1,1,1,1
404_DUF4168_domain-conta...faa,,,,,,,,,,,,,,1,1,1,1,1,1
405_SEC59-DGK1-VTE5_fami...faa,,,,,,,,,,,,,,1,1,1,1,1,1
406_aat.faa,,,,,,,,,,,,,,1,1,1,1,1,1
407_S41_family_peptidase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
408_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,1,1,1,1,1,1
409_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,0,0
410_petA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
411_cytochrome_b6-f_comp...faa,,,,,,,,,,,,,,1,1,1,1,1,1
412_ggpS.faa,,,,,,,,,,,,,,1,1,0,1,1,1
413_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
414_phasin_family_protei...faa,,,,,,,,,,,,,,1,1,1,1,1,1
415_FKBP-type_peptidyl-p...faa,,,,,,,,,,,,,,1,0,0,0,0,0
416_accC.faa,,,,,,,,,,,,,,1,1,1,1,1,1
417_HAMP_domain-containi...faa,,,,,,,,,,,,,,1,1,1,1,1,1
418_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,0,1,1
419_NAD-P-H_dehydrogenas...faa,,,,,,,,,,,,,,1,1,1,1,1,1
420_SLC13_family_permeas...faa,,,,,,,,,,,,,,1,1,1,1,0,1
421_mrdA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
422_succinylglutamate_de...faa,,,,,,,,,,,,,,1,1,0,1,0,0
423_gcvP.faa,,,,,,,,,,,,,,1,1,1,1,1,1
424_cobJ.faa,,,,,,,,,,,,,,1,1,1,1,0,1
425_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
426_cation-proton_antipo...faa,,,,,,,,,,,,,,1,1,1,1,1,1
427_ABC_transporter_perm...faa,,,,,,,,,,,,,,1,1,1,1,1,1
428_adenine_phosphoribos...faa,,,,,,,,,,,,,,1,1,1,1,1,1
429_peroxiredoxin.faa,,,,,,,,,,,,,,1,1,0,1,1,1
430_4--phosphopantethein...faa,,,,,,,,,,,,,,1,1,1,0,1,1
431_DUF2808_domain-conta...faa,,,,,,,,,,,,,,1,1,1,1,1,1
432_polyribonucleotide_n...faa,,,,,,,,,,,,,,1,1,1,1,1,1
433_NAD-P--FAD-dependent...faa,,,,,,,,,,,,,,1,1,1,1,1,1
434_DUF3177_family_prote...faa,,,,,,,,,,,,,,1,1,1,1,1,1
435_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
436_YdcF_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
437_mnmA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
438_NAD-P-H-quinone_oxid...faa,,,,,,,,,,,,,,1,1,1,1,1,1
439_DUF721_domain-contai...faa,,,,,,,,,,,,,,1,1,1,1,1,1
440_cysteine_desulfurase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
441_TldD-PmbA_family_pro...faa,,,,,,,,,,,,,,1,1,1,1,1,1
442_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
443_sigma-70_family_RNA_...faa,,,,,,,,,,,,,,1,1,1,1,1,1
444_dapF.faa,,,,,,,,,,,,,,1,1,1,1,1,1
445_putative_Zn-dependen...faa,,,,,,,,,,,,,,1,1,1,1,1,1
446_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
447_tsf.faa,,,,,,,,,,,,,,1,1,1,1,1,1
448_rpsB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
449_LptF-LptG_family_per...faa,,,,,,,,,,,,,,1,1,1,1,1,1
450_topA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
451_bifunctional_ribofla...faa,,,,,,,,,,,,,,1,1,1,1,1,1
452_glycosyltransferase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
453_ispF.faa,,,,,,,,,,,,,,1,1,1,1,1,1
454_clpB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
455_phosphomannose_isome...faa,,,,,,,,,,,,,,1,1,1,1,1,1
456_penicillin-binding_p...faa,,,,,,,,,,,,,,1,1,1,1,1,1
457_NAD-P-H-quinone_oxid...faa,,,,,,,,,,,,,,1,1,1,1,1,1
458_TIGR03279_family_rad...faa,,,,,,,,,,,,,,1,1,1,1,1,1
459_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
460_S41_family_peptidase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
461_FtsQ-type_POTRA_doma...faa,,,,,,,,,,,,,,1,1,1,1,1,1
462_ftsZ.faa,,,,,,,,,,,,,,1,1,1,1,1,1
463_sulfite_exporter_Tau...faa,,,,,,,,,,,,,,1,1,1,1,1,1
464_carB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
465_der.faa,,,,,,,,,,,,,,1,1,1,1,1,1
466_bchB.faa,,,,,,,,,,,,,,1,1,1,1,0,1
467_DUF4330_domain-conta...faa,,,,,,,,,,,,,,1,1,1,1,1,1
468_serine_hydrolase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
469_menA.faa,,,,,,,,,,,,,,1,1,1,1,0,0
470_isochorismate_syntha...faa,,,,,,,,,,,,,,1,1,1,1,0,0
471_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
472_glycosyltransferase_...faa,,,,,,,,,,,,,,1,1,1,1,1,1
473_GUN4_domain-containi...faa,,,,,,,,,,,,,,1,1,1,1,0,1
474_ylqF.faa,,,,,,,,,,,,,,1,1,1,1,1,1
475_recJ.faa,,,,,,,,,,,,,,1,1,1,1,1,1
476_heme_o_synthase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
477_heme_A_synthase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
478_argS.faa,,,,,,,,,,,,,,1,1,1,1,1,1
479_dethiobiotin_synthas...faa,,,,,,,,,,,,,,1,1,1,1,1,1
480_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,0,1,1
481_csaB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
482_O-antigen_ligase_fam...faa,,,,,,,,,,,,,,1,1,1,1,1,1
483_tpiA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
484_folP.faa,,,,,,,,,,,,,,1,1,1,1,1,1
485_sirohydrochlorin_che...faa,,,,,,,,,,,,,,1,1,1,1,0,1
486_DUF3148_domain-conta...faa,,,,,,,,,,,,,,1,1,1,1,1,1
487_M48_family_metallope...faa,,,,,,,,,,,,,,1,1,1,0,0,0
488_rsmG.faa,,,,,,,,,,,,,,1,1,1,1,1,1
489_PP2C_family_protein-...faa,,,,,,,,,,,,,,1,1,1,1,1,1
490_ruvX.faa,,,,,,,,,,,,,,1,1,1,1,1,1
491_undecaprenyl-decapre...faa,,,,,,,,,,,,,,1,1,1,1,1,1
492_photosystem_I_reacti...faa,,,,,,,,,,,,,,1,1,1,1,0,0
493_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,0,0,0
494_HypC-HybG-HupF_famil...faa,,,,,,,,,,,,,,1,1,1,1,1,1
495_aminotransferase_cla...faa,,,,,,,,,,,,,,1,1,1,1,1,1
496_acyl-CoA_desaturase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
497_rpsU.faa,,,,,,,,,,,,,,1,1,1,1,1,1
498_Fe-3+-_ABC_transport...faa,,,,,,,,,,,,,,1,1,1,1,0,0
499_aroB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
500_clpP.faa,,,,,,,,,,,,,,1,1,1,1,1,1
501_clpX.faa,,,,,,,,,,,,,,1,1,1,1,1,1
502_lexA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
503_helix-turn-helix_dom...faa,,,,,,,,,,,,,,1,1,1,1,1,1
504_DUF502_domain-contai...faa,,,,,,,,,,,,,,1,1,1,1,1,1
505_nusB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
506_queF.faa,,,,,,,,,,,,,,1,1,1,1,1,1
507_RluA_family_pseudour...faa,,,,,,,,,,,,,,1,1,1,1,1,1
508_speA.faa,,,,,,,,,,,,,,1,0,1,1,1,1
509_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0
510_speE.faa,,,,,,,,,,,,,,1,0,0,1,0,0
511_agmatinase_family_pr...faa,,,,,,,,,,,,,,1,0,0,1,0,0
512_mutL.faa,,,,,,,,,,,,,,1,1,1,1,1,1
513_response_regulator_t...faa,,,,,,,,,,,,,,1,1,1,1,1,1
515_menB.faa,,,,,,,,,,,,,,1,1,1,1,0,0
516_priA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
517_hemL.faa,,,,,,,,,,,,,,1,1,1,1,1,1
518_DNA_double-strand_br...faa,,,,,,,,,,,,,,1,1,1,0,1,1
519_tgt.faa,,,,,,,,,,,,,,1,1,1,1,1,1
520_FAD-dependent_oxidor...faa,,,,,,,,,,,,,,1,1,1,1,1,1
521_long-chain_acyl--acy...faa,,,,,,,,,,,,,,1,1,1,1,1,1
522_aldehyde_oxygenase_-...faa,,,,,,,,,,,,,,1,1,1,1,1,1
523_hpnJ.faa,,,,,,,,,,,,,,1,1,1,1,1,1
524_nagA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
525_hypB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
526_hypA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
527_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
528_rpsT.faa,,,,,,,,,,,,,,1,1,1,1,1,1
529_rpoB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
530_DNA-directed_RNA_pol...faa,,,,,,,,,,,,,,1,1,1,1,1,1
531_pdxH.faa,,,,,,,,,,,,,,1,1,1,1,1,1
532_PIN-TRAM_domain-cont...faa,,,,,,,,,,,,,,1,1,1,1,0,0
533_1-acyl-sn-glycerol-3...faa,,,,,,,,,,,,,,1,1,1,1,1,1
534_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
535_hypF.faa,,,,,,,,,,,,,,1,1,1,1,1,1
536_gcvH.faa,,,,,,,,,,,,,,1,1,1,1,1,1
537_4-hydroxy-3-methylbu...faa,,,,,,,,,,,,,,1,1,1,1,1,1
538_DUF3082_domain-conta...faa,,,,,,,,,,,,,,1,1,1,1,1,1
539_rRNA_pseudouridine_s...faa,,,,,,,,,,,,,,1,1,1,1,1,1
540_glycosyltransferase_...faa,,,,,,,,,,,,,,1,1,1,1,1,1
541_phosphatase_PAP2_fam...faa,,,,,,,,,,,,,,1,1,1,1,1,1
542_GTP-binding_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
543_Dam_family_site-spec...faa,,,,,,,,,,,,,,1,1,1,1,1,1
544_pdxA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
545_PetM_family_cytochro...faa,,,,,,,,,,,,,,1,1,1,1,1,1
546_nitrogenase-associat...faa,,,,,,,,,,,,,,1,1,1,1,1,1
547_nifT.faa,,,,,,,,,,,,,,1,1,1,1,1,1
548_nitrogen_fixation_pr...faa,,,,,,,,,,,,,,1,1,1,1,1,1
549_nifV.faa,,,,,,,,,,,,,,1,1,1,1,1,1
550_DUF2949_domain-conta...faa,,,,,,,,,,,,,,1,1,1,0,1,1
551_nifB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
552_nifS.faa,,,,,,,,,,,,,,1,1,1,1,1,1
553_nifU.faa,,,,,,,,,,,,,,1,1,1,1,0,1
554_nifH.faa,,,,,,,,,,,,,,1,1,1,1,1,1
555_nifD.faa,,,,,,,,,,,,,,1,1,1,1,1,1
556_nifK.faa,,,,,,,,,,,,,,1,1,1,1,1,1
557_nifE.faa,,,,,,,,,,,,,,1,1,1,1,1,1
558_nifN.faa,,,,,,,,,,,,,,1,1,1,1,1,1
559_nifX.faa,,,,,,,,,,,,,,1,1,1,1,1,1
560_CCE_0567_family_meta...faa,,,,,,,,,,,,,,1,1,1,1,1,1
561_nifW.faa,,,,,,,,,,,,,,1,1,1,1,1,1
562_HesA-MoeB-ThiF_famil...faa,,,,,,,,,,,,,,1,1,1,1,1,1
563_iron-sulfur_cluster_...faa,,,,,,,,,,,,,,1,1,1,1,1,1
564_2Fe-2S_iron-sulfur_c...faa,,,,,,,,,,,,,,1,1,1,1,1,1
565_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,0,0
566_modB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
567_fdxB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
568_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
569_TldD-PmbA_family_pro...faa,,,,,,,,,,,,,,1,1,1,1,1,1
570_YggT_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
571_single-stranded_DNA-...faa,,,,,,,,,,,,,,1,1,1,1,1,1
572_photosystem_I_subuni...faa,,,,,,,,,,,,,,1,1,1,1,0,0
573_psaJ.faa,,,,,,,,,,,,,,1,1,1,1,0,0
574_GTP-binding_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
575_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
576_DUF4327_family_prote...faa,,,,,,,,,,,,,,1,1,1,1,1,1
577_pantothenate_kinase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
578_ABC_transporter_perm...faa,,,,,,,,,,,,,,1,1,1,1,1,1
579_GuaB3_family_IMP_deh...faa,,,,,,,,,,,,,,1,1,1,1,1,1
580_valine--tRNA_ligase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
581_rsmD.faa,,,,,,,,,,,,,,1,1,1,1,1,1
582_pyrR.faa,,,,,,,,,,,,,,1,1,1,1,1,1
583_nicotinamide-nucleot...faa,,,,,,,,,,,,,,1,0,0,1,0,0
584_7-carboxy-7-deazagua...faa,,,,,,,,,,,,,,1,1,1,1,1,1
585_rimO.faa,,,,,,,,,,,,,,1,1,1,1,1,1
586_DEAD-DEAH_box_helica...faa,,,,,,,,,,,,,,1,1,1,1,1,1
587_TldD-PmbA_family_pro...faa,,,,,,,,,,,,,,1,1,1,1,1,1
588_DUF3285_domain-conta...faa,,,,,,,,,,,,,,1,0,1,1,1,1
589_diacylglycerol_kinas...faa,,,,,,,,,,,,,,1,1,1,1,1,1
590_MBL_fold_metallo-hyd...faa,,,,,,,,,,,,,,1,1,1,1,1,1
591_amino_acid_permease.faa,,,,,,,,,,,,,,1,1,0,1,1,1
592_psb29.faa,,,,,,,,,,,,,,1,1,1,1,1,1
593_DUF2993_domain-conta...faa,,,,,,,,,,,,,,1,1,1,1,1,1
594_dusA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
595_folE.faa,,,,,,,,,,,,,,1,1,1,1,1,1
596_SDR_family_oxidoredu...faa,,,,,,,,,,,,,,1,1,1,1,1,1
597_accA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
598_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,0,1
599_insulinase_family_pr...faa,,,,,,,,,,,,,,1,1,1,1,1,1
600_NAD-P-H-quinone_oxid...faa,,,,,,,,,,,,,,1,1,1,1,1,1
601_gatA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
602_histidine_kinase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
603_30S_ribosomal_protei...faa,,,,,,,,,,,,,,1,1,1,1,1,1
604_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,0,0
605_Ycf34_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,0,0
606_CCA_tRNA_nucleotidyl...faa,,,,,,,,,,,,,,1,1,1,1,1,1
607_rimI.faa,,,,,,,,,,,,,,1,1,1,1,1,1
608_alpha-ketoacid_dehyd...faa,,,,,,,,,,,,,,1,1,1,1,1,1
609_secD.faa,,,,,,,,,,,,,,1,1,1,1,1,1
610_secF.faa,,,,,,,,,,,,,,1,1,1,1,1,1
611_tsaD.faa,,,,,,,,,,,,,,1,1,1,1,1,1
612_hemH.faa,,,,,,,,,,,,,,1,1,1,1,0,0
613_4-hydroxybenzoate_so...faa,,,,,,,,,,,,,,1,1,1,1,1,1
614_recG.faa,,,,,,,,,,,,,,1,1,1,1,1,1
615_thiO.faa,,,,,,,,,,,,,,1,0,0,1,0,0
616_thiazole_synthase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
617_ispG.faa,,,,,,,,,,,,,,1,1,1,1,1,1
618_psaK.faa,,,,,,,,,,,,,,1,1,1,1,0,0
619_ATP-dependent_helica...faa,,,,,,,,,,,,,,1,1,1,1,1,1
620_eno.faa,,,,,,,,,,,,,,1,1,1,1,1,1
621_FAD-dependent_hydrox...faa,,,,,,,,,,,,,,1,0,1,1,1,1
622_TIGR03936_family_rad...faa,,,,,,,,,,,,,,1,1,1,1,0,1
623_STAS_domain-containi...faa,,,,,,,,,,,,,,1,1,1,1,1,1
624_RDD_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
625_lspA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
626_biotin_transporter_B...faa,,,,,,,,,,,,,,1,1,1,1,1,1
627_def.faa,,,,,,,,,,,,,,1,1,1,1,1,1
628_trpS.faa,,,,,,,,,,,,,,1,1,1,1,1,1
629_metK.faa,,,,,,,,,,,,,,1,1,1,1,1,1
630_rsmH.faa,,,,,,,,,,,,,,1,1,1,1,1,1
631_DUF4168_domain-conta...faa,,,,,,,,,,,,,,1,1,1,1,1,1
632_gnd.faa,,,,,,,,,,,,,,1,1,1,1,1,1
633_DUF697_domain-contai...faa,,,,,,,,,,,,,,1,1,1,1,1,1
634_argC.faa,,,,,,,,,,,,,,1,1,1,1,1,1
635_LCP_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
636_tkt.faa,,,,,,,,,,,,,,1,1,1,1,1,1
638_tetratricopeptide_re...faa,,,,,,,,,,,,,,1,1,1,1,0,0
639_transporter_substrat...faa,,,,,,,,,,,,,,1,1,1,1,1,1
640_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
641_mnmE.faa,,,,,,,,,,,,,,1,1,1,1,1,1
642_cobW.faa,,,,,,,,,,,,,,1,1,1,1,0,1
643_gloB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
644_alpha-mannosidase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
645_ruvA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
646_psaA.faa,,,,,,,,,,,,,,1,1,1,1,0,0
648_thioesterase_family_...faa,,,,,,,,,,,,,,1,1,1,1,0,0
649_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,0,0
650_heavy_metal_transloc...faa,,,,,,,,,,,,,,1,1,1,1,1,1
651_ATP-dependent_Clp_pr...faa,,,,,,,,,,,,,,1,1,1,1,1,1
652_ATP-dependent_Clp_pr...faa,,,,,,,,,,,,,,1,1,1,1,1,1
653_phytoene-squalene_sy...faa,,,,,,,,,,,,,,1,1,1,1,1,1
654_nusA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
655_YlxR_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
656_infB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
657_glycosyltransferase.faa,,,,,,,,,,,,,,1,1,1,1,1,1
658_Sua5-YciO-YrdC-YwlC_...faa,,,,,,,,,,,,,,1,0,0,0,0,0
659_Sua5-YciO-YrdC-YwlC_...faa,,,,,,,,,,,,,,1,0,0,0,0,0
660_CCA_tRNA_nucleotidyl...faa,,,,,,,,,,,,,,1,0,0,1,0,0
661_DUF370_domain-contai...faa,,,,,,,,,,,,,,1,1,1,1,1,1
662_gmk.faa,,,,,,,,,,,,,,1,1,1,1,1,1
663_rlmN.faa,,,,,,,,,,,,,,1,1,1,1,1,1
664_B12-binding_domain-c...faa,,,,,,,,,,,,,,1,0,1,1,1,1
665_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,1,1,1,1,1,1
666_lipid-A-disaccharide...faa,,,,,,,,,,,,,,1,1,1,1,1,1
667_SufS_family_cysteine...faa,,,,,,,,,,,,,,1,1,1,1,1,1
668_sufD.faa,,,,,,,,,,,,,,1,1,1,1,1,1
669_sufC.faa,,,,,,,,,,,,,,1,1,1,1,1,1
670_sufB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
671_secA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
672_metG.faa,,,,,,,,,,,,,,1,1,1,1,1,1
673_NYN_domain-containin...faa,,,,,,,,,,,,,,1,1,1,1,1,1
674_lptC.faa,,,,,,,,,,,,,,1,1,1,1,1,1
675_DegT-DnrJ-EryC1-StrS...faa,,,,,,,,,,,,,,1,1,1,1,1,1
676_acs.faa,,,,,,,,,,,,,,1,1,1,1,0,0
677_tatC.faa,,,,,,,,,,,,,,1,1,1,1,1,1
678_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
679_psaM.faa,,,,,,,,,,,,,,1,1,1,1,0,0
680_phage_holin_family_p...faa,,,,,,,,,,,,,,1,1,1,1,1,1
681_TolC_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
682_groES.faa,,,,,,,,,,,,,,1,1,1,1,1,1
684_kaiC.faa,,,,,,,,,,,,,,1,1,1,1,1,1
685_scpB.faa,,,,,,,,,,,,,,1,1,1,1,0,1
686_DUF760_domain-contai...faa,,,,,,,,,,,,,,1,1,1,1,1,1
687_proton_extrusion_pro...faa,,,,,,,,,,,,,,1,1,1,1,1,1
688_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
689_rpsU.faa,,,,,,,,,,,,,,1,1,1,1,1,1
690_IMS_domain-containin...faa,,,,,,,,,,,,,,1,1,1,1,1,1
691_pdhA.faa,,,,,,,,,,,,,,1,1,1,1,1,1
692_Ycf51_family_protein.faa,,,,,,,,,,,,,,1,1,1,1,0,0
693_cobalt-precorrin-8X_...faa,,,,,,,,,,,,,,1,1,1,1,0,1
694_bifunctional_cobalt-...faa,,,,,,,,,,,,,,1,1,1,1,0,1
695_cysC.faa,,,,,,,,,,,,,,1,1,1,1,1,1
696_PspA-IM30_family_pro...faa,,,,,,,,,,,,,,1,1,1,1,1,1
697_cysE.faa,,,,,,,,,,,,,,1,1,1,1,1,1
698_lepB.faa,,,,,,,,,,,,,,1,1,1,1,1,1
699_lnt.faa,,,,,,,,,,,,,,1,1,1,1,1,1
700_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,1,1
701_DUF2993_domain-conta...faa,,,,,,,,,,,,,,1,1,1,1,1,1
702_DUF3067_family_prote...faa,,,,,,,,,,,,,,1,1,1,1,0,1
703_murF.faa,,,,,,,,,,,,,,1,1,1,1,1,1
