Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome fragment,Order within fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Chamaesiphon_minutus_PCC_6605_GCF_000317145.1_genomic.gbff,Chondrocystis_sp_NIES-4102_GCF_002368355.1_genomic.gbff,Cyanobacterium_aponinum_PCC_10605_GCF_000317675.1_genomic.gbff,Dactylococcopsis_salina_PCC_8305_GCF_000317615.1_genomic.gbff,Euhalothece_natronophila_Z-M001_GCF_007904085.1_genomic.gbff,Geminocystis_herdmanii_PCC_6308_GCF_000332235.1_genomic.gbff,Geminocystis_sp_NIES-3708_GCF_001548095.1_genomic.gbff,Geminocystis_sp_NIES-3709_GCF_001548115.1_genomic.gbff,Halothece_sp_PCC_7418_GCF_000317635.1_genomic.gbff,Stanieria_cyanosphaera_PCC_7437_GCF_000317575.1_genomic.gbff,Stanieria_sp_NIES-3757_GCF_002355455.1_genomic.gbff
458_DUF4147_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
461_alpha-beta_hydrolase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
462_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,1
464_transposase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
465_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
466_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
473_cation_diffusion_fac...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0
474_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
475_SWIM_zinc_finger_dom...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
476_M48_family_metallope...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
479_type_I_restriction-m...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
480_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
481_AAA-like_domain-cont...faa,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,1,1
482_AAA-like_domain-cont...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
483_tetratricopeptide_re...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
484_leucine-rich_repeat_...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
487_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,1,1
494_helix-turn-helix_dom...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
495_tyrosine-type_recomb...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
496_Tn3_family_transposa...faa,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,1,0
497_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
498_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
500_helix-turn-helix_dom...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
501_aminoglycoside_phosp...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
502_T3SS_effector_HopA1_...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
503_transposase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
504_transposase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
505_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
506_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
510_protein_tyrosine_pho...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
511_TRAP_transporter_sma...faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1
512_dctP.faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1
513_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0
514_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
515_tetratricopeptide_re...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
516_TRAP_transporter_lar...faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1
517_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
519_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
520_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
523_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
524_dicarboxylate-amino_...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0
526_alpha-ketoglutarate_...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
528_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
530_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1
531_peptidylprolyl_isome...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
537_SDR_family_oxidoredu...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
543_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
551_trypsin-like_peptida...faa,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1
552_response_regulator.faa,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,1,1,1
553_tetratricopeptide_re...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
554_CHASE2_domain-contai...faa,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0
556_ABC_transporter_subs...faa,,,,,,,,,,,,,,1,1,0,0,0,0,1,1,0,1,1
561_FAD-dependent_oxidor...faa,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1
563_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
564_nei.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
568_IS4_family_transposa...faa,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0
569_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,1
570_class_I_SAM-dependen...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1
571_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
574_transposase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
575_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
576_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
579_gamma-glutamylcyclot...faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0
580_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
581_HAD-IA_family_hydrol...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
582_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,1,0,0,1,1,0,0,1,0
583_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
584_Z1_domain-containing...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
586_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,0,0
587_GntR_family_transcri...faa,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,0
588_iron_uptake_porin.faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0
589_IS982_family_transpo...faa,,,,,,,,,,,,,,1,0,0,0,0,1,1,0,0,0,1
590_ABC_transporter_subs...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
591_ABC_transporter_ATP-...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
592_ABC_transporter_perm...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
593_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
595_pentapeptide_repeat-...faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,0,1
596_glycogen-starch-alph...faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1
597_amino_acid_ABC_trans...faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,0,1
598_pentapeptide_repeat-...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
599_GMC_oxidoreductase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
600_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
601_DUF2231_domain-conta...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0
602_pentapeptide_repeat-...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
604_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
605_carboxypeptidase_reg...faa,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0
606_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0
607_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
610_ATP-binding_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
611_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,1,0,1,0,1,0,0,0
616_pentapeptide_repeat-...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
617_tRNA--ms-2-io-6-A--h...faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,1
618_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,1
625_serine-threonine_pro...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
626_SGNH-GDSL_hydrolase_...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
633_phospholipid-binding...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
636_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
637_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
640_recombinase_family_p...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0
641_CBS_domain-containin...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0
643_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
646_ShlB-FhaC-HecB_famil...faa,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1
647_filamentous_hemagglu...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
648_CHAT_domain-containi...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
649_aldehyde_dehydrogena...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
650_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
653_DUF1822_family_prote...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
654_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
655_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
656_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
657_DUF1499_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
658_hybrid_sensor_histid...faa,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,1,1,1
659_ISNCY_family_transpo...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
660_methyl-accepting_che...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
661_transposase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1
662_AraC_family_transcri...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
663_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
664_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
665_acetolactate_synthas...faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1
666_NAD-dependent_succin...faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,1
670_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
672_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
673_SDR_family_oxidoredu...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1
674_alcohol_dehydrogenas...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
675_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
677_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
678_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
679_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
681_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
684_Reverse_transcriptas...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
685_DNA_cytosine_methylt...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
686_helix-turn-helix_dom...faa,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0
688_polysaccharide_biosy...faa,,,,,,,,,,,,,,1,1,0,0,0,1,1,1,0,1,1
690_pentapeptide_repeat-...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
693_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
694_class_I_SAM-dependen...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
697_cation-proton_antipo...faa,,,,,,,,,,,,,,1,0,0,0,0,1,1,1,0,1,1
699_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
700_nuclease_A_inhibitor...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
701_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
702_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
703_purL.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
705_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
706_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
707_DUF721_domain-contai...faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,1
708_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1
713_lycopene_cyclase_fam...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
718_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
719_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
724_HEAT_repeat_domain-c...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
725_DUF72_domain-contain...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1
726_nrtS.faa,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,1,0,0
729_hypothetical_protein.faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
733_phycobilisome_rod-co...faa,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,0,1,1
734_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
735_cupin_domain-contain...faa,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,1,1
736_L-D-transpeptidase_f...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
739_DUF3134_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
743_DUF3854_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
746_DUF1232_domain-conta...faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,1
747_SDR_family_oxidoredu...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
748_leucine-rich_repeat_...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
754_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
756_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
757_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
758_MotA-TolQ-ExbB_proto...faa,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,0,1,1
759_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
761_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
762_NAD-P-H-dependent_ox...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
766_HaeII_family_restric...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
771_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
772_TIGR02587_family_mem...faa,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,1
773_TIGR02588_family_pro...faa,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,1
776_tetratricopeptide_re...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
777_amylo-alpha-1-6-gluc...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
780_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
783_DVUA0089_family_prot...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
787_cyclic_peptide_expor...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
788_NAD-P--dependent_alc...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
789_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
792_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
794_exonuclease_domain-c...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1
795_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
796_glutathione_S-transf...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0
798_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
799_glutamate_carboxypep...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
800_response_regulator.faa,,,,,,,,,,,,,,1,1,0,0,0,1,1,1,0,1,1
801_response_regulator.faa,,,,,,,,,,,,,,1,1,0,0,0,1,0,1,0,1,1
803_gluconokinase.faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
804_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
805_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
808_FkbM_family_methyltr...faa,,,,,,,,,,,,,,1,0,0,0,0,1,1,0,0,0,0
810_serine_protease.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
811_COP23_domain-contain...faa,,,,,,,,,,,,,,1,1,0,0,0,1,0,1,0,1,1
812_protein_kinase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
813_nuclear_transport_fa...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
815_metallophosphoestera...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,1,1
816_non-ribosomal_peptid...faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0
817_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
818_MarR_family_transcri...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
819_DUF2269_family_prote...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
820_iron_uptake_porin.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
821_glutathione_S-transf...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
822_VOC_family_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
823_VOC_family_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
824_YciI_family_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
825_DUF1579_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
826_RNA_polymerase_sigma...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
827_TetR_family_transcri...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
828_HlyD_family_efflux_t...faa,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,1
830_DevA_family_ABC_tran...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
831_MarR_family_transcri...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
832_EamA_family_transpor...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
833_IS1_family_transposa...faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,0,0,0
834_glycosyltransferase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
835_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
836_glycosyltransferase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
838_ATP-binding_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
839_DUF6006_family_prote...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
840_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
841_ABC_transporter_subs...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
843_carbohydrate_ABC_tra...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
844_microviridin-marinos...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
845_MvdD_family_ATP-gras...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
846_non-ribosomal_peptid...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1
849_SDR_family_oxidoredu...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
850_CHASE3_domain-contai...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
851_Zn-dependent_hydrola...faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0
852_uraD.faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0
853_uraH.faa,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,1,0
854_hpxO.faa,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,1,1,1
855_puuE.faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,1
856_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
858_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
859_DUF1275_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
860_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
861_purine_permease.faa,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0
862_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
863_FCD_domain-containin...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
864_GntR_family_transcri...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
865_anti-sigma_factor_an...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
866_response_regulator.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
867_ATP-binding_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
868_heme_NO-binding_doma...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
869_glycoside_hydrolase_...faa,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0
870_beta_galactosidase_j...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
871_glycosyltransferase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
872_DUF3131_domain-conta...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
874_calcium-binding_prot...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
876_GAF_domain-containin...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
877_response_regulator.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
878_SGNH-GDSL_hydrolase_...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
880_OpgC_domain-containi...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
881_TonB-dependent_recep...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
882_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
883_DUF4079_domain-conta...faa,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,1
884_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
885_2Fe-2S_iron-sulfur_c...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
886_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0
887_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
889_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
890_transposase.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
891_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
892_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
893_GNAT_family_N-acetyl...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
894_SCP2_sterol-binding_...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
895_MarR_family_winged_h...faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
896_hypothetical_protein.faa,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
